candidate_id,judge,judge_family,model,generator_family,architecture,case,score_0_1,applicable_criteria,critical_errors,overall_executability
N2-6EC3874C,openai,openai,GPT-5.4,openai,One-shot,Photochemical oxidation,0.884615,13,0,SCREEN_ONLY
N2-0E011400,openai,openai,GPT-5.4,openai,One-shot,Photochemical oxidation,0.923077,13,0,SCREEN_ONLY
N2-4061E17E,openai,openai,GPT-5.4,openai,FlowPilot,Photochemical oxidation,0.903846,13,0,EXECUTABLE
N2-3413FE33,openai,openai,GPT-5.4,openai,FlowPilot,Photochemical oxidation,0.923077,13,0,SCREEN_ONLY
N2-33C43F95,openai,openai,GPT-5.4,openai,FlowPilot,Photochemical oxidation,0.923077,13,0,SCREEN_ONLY
N2-45C1A6CF,openai,openai,GPT-5.4,openai,One-shot,CuAAC,0.875,12,0,SCREEN_ONLY
N2-D85E475A,openai,openai,GPT-5.4,openai,One-shot,CuAAC,0.875,12,0,SCREEN_ONLY
N2-56C8A1EB,openai,openai,GPT-5.4,openai,One-shot,CuAAC,0.9375,12,0,EXECUTABLE
N2-DE57F440,openai,openai,GPT-5.4,openai,FlowPilot,CuAAC,0.895833,12,0,SCREEN_ONLY
N2-F56C1786,openai,openai,GPT-5.4,openai,FlowPilot,CuAAC,0.916667,12,0,SCREEN_ONLY
N2-A8923ABE,openai,openai,GPT-5.4,openai,FlowPilot,CuAAC,0.875,12,0,SCREEN_ONLY
N2-09AF5CB0,claude,anthropic,GPT-5.4,openai,One-shot,Hydrogenolysis,0.903846,13,0,SCREEN_ONLY
N2-259B1D8D,claude,anthropic,GPT-5.4,openai,One-shot,Hydrogenolysis,0.865385,13,0,SCREEN_ONLY
N2-12141CAC,claude,anthropic,GPT-5.4,openai,One-shot,Hydrogenolysis,0.903846,13,0,EXECUTABLE
N2-9A713DEA,claude,anthropic,GPT-5.4,openai,FlowPilot,Hydrogenolysis,0.903846,13,0,EXECUTABLE
N2-3FCDFE52,claude,anthropic,GPT-5.4,openai,FlowPilot,Hydrogenolysis,0.884615,13,0,EXECUTABLE
N2-30B83F8C,claude,anthropic,GPT-5.4,openai,FlowPilot,Hydrogenolysis,0.884615,13,0,EXECUTABLE
N2-EA1F3CBC,claude,anthropic,GPT-5.4,openai,One-shot,Photochemical oxidation,0.942308,13,0,SCREEN_ONLY
N2-6EC3874C,claude,anthropic,GPT-5.4,openai,One-shot,Photochemical oxidation,0.942308,13,0,SCREEN_ONLY
N2-0E011400,claude,anthropic,GPT-5.4,openai,One-shot,Photochemical oxidation,0.961538,13,0,SCREEN_ONLY
N2-4061E17E,claude,anthropic,GPT-5.4,openai,FlowPilot,Photochemical oxidation,0.980769,13,0,EXECUTABLE
N2-3413FE33,claude,anthropic,GPT-5.4,openai,FlowPilot,Photochemical oxidation,0.980769,13,0,EXECUTABLE
N2-33C43F95,claude,anthropic,GPT-5.4,openai,FlowPilot,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-45C1A6CF,claude,anthropic,GPT-5.4,openai,One-shot,CuAAC,0.9375,12,0,SCREEN_ONLY
N2-D85E475A,claude,anthropic,GPT-5.4,openai,One-shot,CuAAC,0.958333,12,0,EXECUTABLE
N2-56C8A1EB,claude,anthropic,GPT-5.4,openai,One-shot,CuAAC,0.958333,12,0,SCREEN_ONLY
N2-DE57F440,claude,anthropic,GPT-5.4,openai,FlowPilot,CuAAC,0.854167,12,0,EXECUTABLE
N2-F56C1786,claude,anthropic,GPT-5.4,openai,FlowPilot,CuAAC,0.9375,12,0,EXECUTABLE
N2-A8923ABE,claude,anthropic,GPT-5.4,openai,FlowPilot,CuAAC,0.9375,12,0,EXECUTABLE
