candidate_id,judge,judge_family,model,generator_family,architecture,case,score_0_1,applicable_criteria,critical_errors,overall_executability
N2-D18E933B,qwen,qwen,Qwen3.8-27B,qwen,FlowPilot,CuAAC,1.0,12,0,EXECUTABLE
N2-A8838A72,qwen,qwen,Qwen3.8-27B,qwen,FlowPilot,CuAAC,1.0,12,0,EXECUTABLE
N2-4086C480,qwen,qwen,Qwen3.8-27B,qwen,FlowPilot,CuAAC,1.0,12,0,EXECUTABLE
N2-42E255BD,openai,openai,Qwen3.8-27B,qwen,One-shot,Hydrogenolysis,0.365385,13,2,SCREEN_ONLY
N2-F05CF9A5,openai,openai,Qwen3.8-27B,qwen,One-shot,Hydrogenolysis,0.326923,13,3,BLOCKED
N2-3ECA5D30,openai,openai,Qwen3.8-27B,qwen,One-shot,Hydrogenolysis,0.5,13,2,SCREEN_ONLY
N2-AA2B3CE9,openai,openai,Qwen3.8-27B,qwen,FlowPilot,Hydrogenolysis,0.711538,13,0,SCREEN_ONLY
N2-479DCF09,openai,openai,Qwen3.8-27B,qwen,FlowPilot,Hydrogenolysis,0.692308,13,0,SCREEN_ONLY
N2-708C60D9,openai,openai,Qwen3.8-27B,qwen,FlowPilot,Hydrogenolysis,0.75,13,0,SCREEN_ONLY
N2-D9414DDD,openai,openai,Qwen3.8-27B,qwen,One-shot,Photochemical oxidation,0.653846,13,0,SCREEN_ONLY
N2-93353F12,openai,openai,Qwen3.8-27B,qwen,One-shot,Photochemical oxidation,0.653846,13,1,SCREEN_ONLY
N2-471087C0,openai,openai,Qwen3.8-27B,qwen,One-shot,Photochemical oxidation,0.634615,13,2,SCREEN_ONLY
N2-0CBFDC76,openai,openai,Qwen3.8-27B,qwen,FlowPilot,Photochemical oxidation,0.884615,13,0,EXECUTABLE
N2-306DCDAD,openai,openai,Qwen3.8-27B,qwen,FlowPilot,Photochemical oxidation,0.826923,13,0,SCREEN_ONLY
N2-8CBCF39B,openai,openai,Qwen3.8-27B,qwen,FlowPilot,Photochemical oxidation,0.884615,13,0,SCREEN_ONLY
N2-70AC5DB5,openai,openai,Qwen3.8-27B,qwen,One-shot,CuAAC,0.583333,12,0,SCREEN_ONLY
N2-75DF0799,openai,openai,Qwen3.8-27B,qwen,One-shot,CuAAC,0.6875,12,1,SCREEN_ONLY
N2-9273F68E,openai,openai,Qwen3.8-27B,qwen,One-shot,CuAAC,0.583333,12,2,SCREEN_ONLY
N2-D18E933B,openai,openai,Qwen3.8-27B,qwen,FlowPilot,CuAAC,0.895833,12,0,SCREEN_ONLY
N2-A8838A72,openai,openai,Qwen3.8-27B,qwen,FlowPilot,CuAAC,0.895833,12,0,EXECUTABLE
N2-4086C480,openai,openai,Qwen3.8-27B,qwen,FlowPilot,CuAAC,0.895833,12,0,SCREEN_ONLY
N2-42E255BD,claude,anthropic,Qwen3.8-27B,qwen,One-shot,Hydrogenolysis,0.653846,13,0,SCREEN_ONLY
N2-F05CF9A5,claude,anthropic,Qwen3.8-27B,qwen,One-shot,Hydrogenolysis,0.519231,13,3,BLOCKED
N2-3ECA5D30,claude,anthropic,Qwen3.8-27B,qwen,One-shot,Hydrogenolysis,0.692308,13,0,SCREEN_ONLY
N2-AA2B3CE9,claude,anthropic,Qwen3.8-27B,qwen,FlowPilot,Hydrogenolysis,0.923077,13,0,EXECUTABLE
N2-479DCF09,claude,anthropic,Qwen3.8-27B,qwen,FlowPilot,Hydrogenolysis,0.807692,13,0,SCREEN_ONLY
N2-708C60D9,claude,anthropic,Qwen3.8-27B,qwen,FlowPilot,Hydrogenolysis,0.884615,13,0,SCREEN_ONLY
N2-D9414DDD,claude,anthropic,Qwen3.8-27B,qwen,One-shot,Photochemical oxidation,0.865385,13,0,SCREEN_ONLY
N2-93353F12,claude,anthropic,Qwen3.8-27B,qwen,One-shot,Photochemical oxidation,0.903846,13,0,SCREEN_ONLY
N2-471087C0,claude,anthropic,Qwen3.8-27B,qwen,One-shot,Photochemical oxidation,0.807692,13,0,SCREEN_ONLY
N2-0CBFDC76,claude,anthropic,Qwen3.8-27B,qwen,FlowPilot,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-306DCDAD,claude,anthropic,Qwen3.8-27B,qwen,FlowPilot,Photochemical oxidation,0.961538,13,0,EXECUTABLE
N2-8CBCF39B,claude,anthropic,Qwen3.8-27B,qwen,FlowPilot,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-70AC5DB5,claude,anthropic,Qwen3.8-27B,qwen,One-shot,CuAAC,0.833333,12,0,SCREEN_ONLY
N2-75DF0799,claude,anthropic,Qwen3.8-27B,qwen,One-shot,CuAAC,0.875,12,0,SCREEN_ONLY
N2-9273F68E,claude,anthropic,Qwen3.8-27B,qwen,One-shot,CuAAC,0.875,12,0,SCREEN_ONLY
N2-D18E933B,claude,anthropic,Qwen3.8-27B,qwen,FlowPilot,CuAAC,0.958333,12,0,EXECUTABLE
N2-A8838A72,claude,anthropic,Qwen3.8-27B,qwen,FlowPilot,CuAAC,0.9375,12,0,SCREEN_ONLY
N2-4086C480,claude,anthropic,Qwen3.8-27B,qwen,FlowPilot,CuAAC,0.916667,12,0,SCREEN_ONLY
