model,architecture,case,repeat_id,parameter,value
Qwen3.8-27B,FlowPilot,Photochemical oxidation,repeat_02,flow_rate_mL_min,0.31068
Qwen3.8-27B,FlowPilot,Photochemical oxidation,repeat_02,reactor_volume_mL,1.0
Qwen3.8-27B,FlowPilot,Photochemical oxidation,repeat_02,temperature_C,21.0
Qwen3.8-27B,FlowPilot,Photochemical oxidation,repeat_02,concentration_M,0.1
Qwen3.8-27B,FlowPilot,Photochemical oxidation,repeat_02,BPR_bar,3.0
Qwen3.8-27B,FlowPilot,Photochemical oxidation,repeat_03,residence_time_min,3.218746
Qwen3.8-27B,FlowPilot,Photochemical oxidation,repeat_03,flow_rate_mL_min,0.31068
Qwen3.8-27B,FlowPilot,Photochemical oxidation,repeat_03,reactor_volume_mL,1.0
Qwen3.8-27B,FlowPilot,Photochemical oxidation,repeat_03,temperature_C,21.0
Qwen3.8-27B,FlowPilot,Photochemical oxidation,repeat_03,concentration_M,0.1
Qwen3.8-27B,FlowPilot,Photochemical oxidation,repeat_03,BPR_bar,3.0
Qwen3.8-27B,FlowPilot,CuAAC,repeat_01,residence_time_min,0.5
Qwen3.8-27B,FlowPilot,CuAAC,repeat_01,flow_rate_mL_min,0.6
Qwen3.8-27B,FlowPilot,CuAAC,repeat_01,reactor_volume_mL,0.3
Qwen3.8-27B,FlowPilot,CuAAC,repeat_01,temperature_C,150.0
Qwen3.8-27B,FlowPilot,CuAAC,repeat_01,concentration_M,0.25
Qwen3.8-27B,FlowPilot,CuAAC,repeat_01,BPR_bar,20.0
Qwen3.8-27B,FlowPilot,CuAAC,repeat_02,residence_time_min,1.0
Qwen3.8-27B,FlowPilot,CuAAC,repeat_02,flow_rate_mL_min,0.3
Qwen3.8-27B,FlowPilot,CuAAC,repeat_02,reactor_volume_mL,0.3
Qwen3.8-27B,FlowPilot,CuAAC,repeat_02,temperature_C,150.0
Qwen3.8-27B,FlowPilot,CuAAC,repeat_02,concentration_M,0.25
Qwen3.8-27B,FlowPilot,CuAAC,repeat_02,BPR_bar,20.0
Qwen3.8-27B,FlowPilot,CuAAC,repeat_03,residence_time_min,2.700027
Qwen3.8-27B,FlowPilot,CuAAC,repeat_03,flow_rate_mL_min,0.11111
Qwen3.8-27B,FlowPilot,CuAAC,repeat_03,reactor_volume_mL,0.3
Qwen3.8-27B,FlowPilot,CuAAC,repeat_03,temperature_C,150.0
Qwen3.8-27B,FlowPilot,CuAAC,repeat_03,concentration_M,0.25
Qwen3.8-27B,FlowPilot,CuAAC,repeat_03,BPR_bar,20.0
