candidate_id,judge,judge_family,model,generator_family,architecture,case,score_0_1,applicable_criteria,critical_errors,overall_executability
N2-6D781EC4,openai,openai,Claude Opus 4.6,anthropic,FlowPilot,Hydrogenolysis,0.769231,13,0,SCREEN_ONLY
N2-F2AE3DE5,openai,openai,Claude Opus 4.6,anthropic,FlowPilot,Hydrogenolysis,0.788462,13,0,SCREEN_ONLY
N2-E8DC7B5D,openai,openai,Claude Opus 4.6,anthropic,FlowPilot,Hydrogenolysis,0.846154,13,0,SCREEN_ONLY
N2-FEF2D208,openai,openai,GPT-4o,openai,One-shot,Photochemical oxidation,0.519231,13,1,BLOCKED
N2-68176A9D,openai,openai,GPT-4o,openai,One-shot,Photochemical oxidation,0.634615,13,0,SCREEN_ONLY
N2-24892F7D,openai,openai,GPT-4o,openai,One-shot,Photochemical oxidation,0.538462,13,2,SCREEN_ONLY
N2-A4FBAE37,openai,openai,GPT-4o,openai,FlowPilot,Photochemical oxidation,0.846154,13,0,SCREEN_ONLY
N2-D5B1CE3D,openai,openai,GPT-4o,openai,FlowPilot,Photochemical oxidation,0.826923,13,0,SCREEN_ONLY
N2-E85D424E,openai,openai,GPT-4o,openai,FlowPilot,Photochemical oxidation,0.865385,13,0,SCREEN_ONLY
N2-27F22989,openai,openai,Claude Opus 4.6,anthropic,One-shot,Photochemical oxidation,0.788462,13,0,SCREEN_ONLY
N2-86692261,openai,openai,Claude Opus 4.6,anthropic,One-shot,Photochemical oxidation,0.75,13,0,SCREEN_ONLY
N2-E7B29D65,openai,openai,Claude Opus 4.6,anthropic,One-shot,Photochemical oxidation,0.903846,13,0,SCREEN_ONLY
N2-8B193490,openai,openai,Claude Opus 4.6,anthropic,FlowPilot,Photochemical oxidation,0.865385,13,0,SCREEN_ONLY
N2-3F0334A2,openai,openai,Claude Opus 4.6,anthropic,FlowPilot,Photochemical oxidation,0.903846,13,0,EXECUTABLE
N2-E2CFD0FB,openai,openai,Claude Opus 4.6,anthropic,FlowPilot,Photochemical oxidation,0.903846,13,0,EXECUTABLE
N2-6A1144B7,openai,openai,GPT-4o,openai,One-shot,CuAAC,0.354167,12,5,BLOCKED
N2-24080647,openai,openai,GPT-4o,openai,One-shot,CuAAC,0.583333,12,3,SCREEN_ONLY
N2-4EC923B8,openai,openai,GPT-4o,openai,One-shot,CuAAC,0.479167,12,3,SCREEN_ONLY
N2-08B84875,openai,openai,GPT-4o,openai,FlowPilot,CuAAC,0.895833,12,0,SCREEN_ONLY
N2-63C165A4,openai,openai,GPT-4o,openai,FlowPilot,CuAAC,0.895833,12,0,EXECUTABLE
N2-36D03F78,openai,openai,GPT-4o,openai,FlowPilot,CuAAC,0.9375,12,0,EXECUTABLE
N2-28623176,openai,openai,Claude Opus 4.6,anthropic,One-shot,CuAAC,0.895833,12,0,SCREEN_ONLY
N2-4AF1799E,openai,openai,Claude Opus 4.6,anthropic,One-shot,CuAAC,0.8125,12,0,SCREEN_ONLY
N2-B98DAC1A,openai,openai,Claude Opus 4.6,anthropic,One-shot,CuAAC,0.75,12,0,SCREEN_ONLY
N2-13332D12,openai,openai,Claude Opus 4.6,anthropic,FlowPilot,CuAAC,0.833333,12,0,SCREEN_ONLY
N2-B28D84AA,openai,openai,Claude Opus 4.6,anthropic,FlowPilot,CuAAC,0.9375,12,0,SCREEN_ONLY
N2-E9622AF5,openai,openai,Claude Opus 4.6,anthropic,FlowPilot,CuAAC,0.9375,12,0,EXECUTABLE
N2-253187A3,claude,anthropic,GPT-4o,openai,One-shot,Hydrogenolysis,0.615385,13,0,SCREEN_ONLY
N2-E87A3FB8,claude,anthropic,GPT-4o,openai,One-shot,Hydrogenolysis,0.538462,13,0,SCREEN_ONLY
N2-4262E82A,claude,anthropic,GPT-4o,openai,One-shot,Hydrogenolysis,0.615385,13,0,SCREEN_ONLY
N2-32825277,claude,anthropic,GPT-4o,openai,FlowPilot,Hydrogenolysis,0.884615,13,0,SCREEN_ONLY
N2-92E5D876,claude,anthropic,GPT-4o,openai,FlowPilot,Hydrogenolysis,0.846154,13,0,SCREEN_ONLY
N2-4A4E01EA,claude,anthropic,GPT-4o,openai,FlowPilot,Hydrogenolysis,0.884615,13,0,EXECUTABLE
N2-D1FC65D8,claude,anthropic,Claude Opus 4.6,anthropic,One-shot,Hydrogenolysis,0.923077,13,0,SCREEN_ONLY
N2-B6923FF7,claude,anthropic,Claude Opus 4.6,anthropic,One-shot,Hydrogenolysis,0.884615,13,0,EXECUTABLE
N2-FA39870F,claude,anthropic,Claude Opus 4.6,anthropic,One-shot,Hydrogenolysis,0.884615,13,0,SCREEN_ONLY
N2-6D781EC4,claude,anthropic,Claude Opus 4.6,anthropic,FlowPilot,Hydrogenolysis,0.923077,13,0,EXECUTABLE
N2-F2AE3DE5,claude,anthropic,Claude Opus 4.6,anthropic,FlowPilot,Hydrogenolysis,0.865385,13,0,SCREEN_ONLY
N2-E8DC7B5D,claude,anthropic,Claude Opus 4.6,anthropic,FlowPilot,Hydrogenolysis,0.865385,13,0,EXECUTABLE
N2-FEF2D208,claude,anthropic,GPT-4o,openai,One-shot,Photochemical oxidation,0.692308,13,0,SCREEN_ONLY
N2-68176A9D,claude,anthropic,GPT-4o,openai,One-shot,Photochemical oxidation,0.730769,13,0,SCREEN_ONLY
N2-24892F7D,claude,anthropic,GPT-4o,openai,One-shot,Photochemical oxidation,0.692308,13,0,SCREEN_ONLY
N2-A4FBAE37,claude,anthropic,GPT-4o,openai,FlowPilot,Photochemical oxidation,0.923077,13,0,EXECUTABLE
N2-D5B1CE3D,claude,anthropic,GPT-4o,openai,FlowPilot,Photochemical oxidation,0.923077,13,0,EXECUTABLE
N2-E85D424E,claude,anthropic,GPT-4o,openai,FlowPilot,Photochemical oxidation,0.961538,13,0,EXECUTABLE
N2-27F22989,claude,anthropic,Claude Opus 4.6,anthropic,One-shot,Photochemical oxidation,0.961538,13,0,EXECUTABLE
N2-86692261,claude,anthropic,Claude Opus 4.6,anthropic,One-shot,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-E7B29D65,claude,anthropic,Claude Opus 4.6,anthropic,One-shot,Photochemical oxidation,0.961538,13,0,EXECUTABLE
N2-8B193490,claude,anthropic,Claude Opus 4.6,anthropic,FlowPilot,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-3F0334A2,claude,anthropic,Claude Opus 4.6,anthropic,FlowPilot,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-E2CFD0FB,claude,anthropic,Claude Opus 4.6,anthropic,FlowPilot,Photochemical oxidation,0.980769,13,0,EXECUTABLE
N2-6A1144B7,claude,anthropic,GPT-4o,openai,One-shot,CuAAC,0.708333,12,0,SCREEN_ONLY
N2-24080647,claude,anthropic,GPT-4o,openai,One-shot,CuAAC,0.729167,12,0,SCREEN_ONLY
N2-4EC923B8,claude,anthropic,GPT-4o,openai,One-shot,CuAAC,0.6875,12,0,SCREEN_ONLY
N2-08B84875,claude,anthropic,GPT-4o,openai,FlowPilot,CuAAC,0.9375,12,0,EXECUTABLE
N2-63C165A4,claude,anthropic,GPT-4o,openai,FlowPilot,CuAAC,0.9375,12,0,SCREEN_ONLY
N2-36D03F78,claude,anthropic,GPT-4o,openai,FlowPilot,CuAAC,0.958333,12,0,EXECUTABLE
N2-28623176,claude,anthropic,Claude Opus 4.6,anthropic,One-shot,CuAAC,0.958333,12,0,SCREEN_ONLY
N2-4AF1799E,claude,anthropic,Claude Opus 4.6,anthropic,One-shot,CuAAC,0.958333,12,0,EXECUTABLE
N2-B98DAC1A,claude,anthropic,Claude Opus 4.6,anthropic,One-shot,CuAAC,0.979167,12,0,SCREEN_ONLY
N2-13332D12,claude,anthropic,Claude Opus 4.6,anthropic,FlowPilot,CuAAC,0.958333,12,0,EXECUTABLE
N2-B28D84AA,claude,anthropic,Claude Opus 4.6,anthropic,FlowPilot,CuAAC,0.958333,12,0,EXECUTABLE
N2-E9622AF5,claude,anthropic,Claude Opus 4.6,anthropic,FlowPilot,CuAAC,0.9375,12,0,EXECUTABLE
