model,architecture,case,repeat_id,parameter,value
Claude Opus 4.6,One-shot,Photochemical oxidation,repeat_01,BPR_bar,3.0
Claude Opus 4.6,One-shot,Photochemical oxidation,repeat_02,residence_time_min,5.0
Claude Opus 4.6,One-shot,Photochemical oxidation,repeat_02,flow_rate_mL_min,0.2
Claude Opus 4.6,One-shot,Photochemical oxidation,repeat_02,reactor_volume_mL,1.0
Claude Opus 4.6,One-shot,Photochemical oxidation,repeat_02,temperature_C,21.0
Claude Opus 4.6,One-shot,Photochemical oxidation,repeat_02,concentration_M,0.1
Claude Opus 4.6,One-shot,Photochemical oxidation,repeat_02,BPR_bar,3.0
Claude Opus 4.6,One-shot,Photochemical oxidation,repeat_03,residence_time_min,5.0
Claude Opus 4.6,One-shot,Photochemical oxidation,repeat_03,flow_rate_mL_min,0.2
Claude Opus 4.6,One-shot,Photochemical oxidation,repeat_03,reactor_volume_mL,1.0
Claude Opus 4.6,One-shot,Photochemical oxidation,repeat_03,temperature_C,21.0
Claude Opus 4.6,One-shot,Photochemical oxidation,repeat_03,concentration_M,0.1
Claude Opus 4.6,One-shot,Photochemical oxidation,repeat_03,BPR_bar,3.0
Claude Opus 4.6,One-shot,CuAAC,repeat_01,residence_time_min,3.0
Claude Opus 4.6,One-shot,CuAAC,repeat_01,flow_rate_mL_min,0.1
Claude Opus 4.6,One-shot,CuAAC,repeat_01,reactor_volume_mL,0.3
Claude Opus 4.6,One-shot,CuAAC,repeat_01,temperature_C,150.0
Claude Opus 4.6,One-shot,CuAAC,repeat_01,concentration_M,0.25
Claude Opus 4.6,One-shot,CuAAC,repeat_01,BPR_bar,20.0
Claude Opus 4.6,One-shot,CuAAC,repeat_02,residence_time_min,1.5
Claude Opus 4.6,One-shot,CuAAC,repeat_02,flow_rate_mL_min,0.2
Claude Opus 4.6,One-shot,CuAAC,repeat_02,reactor_volume_mL,0.3
Claude Opus 4.6,One-shot,CuAAC,repeat_02,temperature_C,150.0
Claude Opus 4.6,One-shot,CuAAC,repeat_02,concentration_M,0.25
Claude Opus 4.6,One-shot,CuAAC,repeat_02,BPR_bar,20.0
Claude Opus 4.6,One-shot,CuAAC,repeat_03,residence_time_min,2.0
Claude Opus 4.6,One-shot,CuAAC,repeat_03,flow_rate_mL_min,0.15
Claude Opus 4.6,One-shot,CuAAC,repeat_03,reactor_volume_mL,0.3
Claude Opus 4.6,One-shot,CuAAC,repeat_03,temperature_C,150.0
Claude Opus 4.6,One-shot,CuAAC,repeat_03,concentration_M,0.25
Claude Opus 4.6,One-shot,CuAAC,repeat_03,BPR_bar,20.0
Claude Opus 4.6,FlowPilot,Hydrogenolysis,repeat_01,residence_time_min,20.085699
Claude Opus 4.6,FlowPilot,Hydrogenolysis,repeat_01,flow_rate_mL_min,0.14936
Claude Opus 4.6,FlowPilot,Hydrogenolysis,repeat_01,reactor_volume_mL,3.0
Claude Opus 4.6,FlowPilot,Hydrogenolysis,repeat_01,temperature_C,60.0
Claude Opus 4.6,FlowPilot,Hydrogenolysis,repeat_01,concentration_M,0.126
Claude Opus 4.6,FlowPilot,Hydrogenolysis,repeat_01,BPR_bar,21.0
Claude Opus 4.6,FlowPilot,Hydrogenolysis,repeat_02,residence_time_min,29.997
Claude Opus 4.6,FlowPilot,Hydrogenolysis,repeat_02,flow_rate_mL_min,0.10001
Claude Opus 4.6,FlowPilot,Hydrogenolysis,repeat_02,reactor_volume_mL,3.0
Claude Opus 4.6,FlowPilot,Hydrogenolysis,repeat_02,temperature_C,60.0
Claude Opus 4.6,FlowPilot,Hydrogenolysis,repeat_02,concentration_M,0.126
Claude Opus 4.6,FlowPilot,Hydrogenolysis,repeat_02,BPR_bar,21.0
Claude Opus 4.6,FlowPilot,Hydrogenolysis,repeat_03,residence_time_min,30.0
Claude Opus 4.6,FlowPilot,Hydrogenolysis,repeat_03,flow_rate_mL_min,0.1
Claude Opus 4.6,FlowPilot,Hydrogenolysis,repeat_03,reactor_volume_mL,3.0
Claude Opus 4.6,FlowPilot,Hydrogenolysis,repeat_03,temperature_C,60.0
Claude Opus 4.6,FlowPilot,Hydrogenolysis,repeat_03,concentration_M,0.126
Claude Opus 4.6,FlowPilot,Hydrogenolysis,repeat_03,BPR_bar,21.0
Claude Opus 4.6,FlowPilot,Photochemical oxidation,repeat_01,residence_time_min,8.046994
Claude Opus 4.6,FlowPilot,Photochemical oxidation,repeat_01,flow_rate_mL_min,0.12427
Claude Opus 4.6,FlowPilot,Photochemical oxidation,repeat_01,reactor_volume_mL,1.0
Claude Opus 4.6,FlowPilot,Photochemical oxidation,repeat_01,temperature_C,21.0
Claude Opus 4.6,FlowPilot,Photochemical oxidation,repeat_01,concentration_M,0.1
Claude Opus 4.6,FlowPilot,Photochemical oxidation,repeat_01,BPR_bar,3.0
Claude Opus 4.6,FlowPilot,Photochemical oxidation,repeat_02,residence_time_min,8.046994
Claude Opus 4.6,FlowPilot,Photochemical oxidation,repeat_02,flow_rate_mL_min,0.12427
Claude Opus 4.6,FlowPilot,Photochemical oxidation,repeat_02,reactor_volume_mL,1.0
Claude Opus 4.6,FlowPilot,Photochemical oxidation,repeat_02,temperature_C,21.0
Claude Opus 4.6,FlowPilot,Photochemical oxidation,repeat_02,concentration_M,0.1
Claude Opus 4.6,FlowPilot,Photochemical oxidation,repeat_02,BPR_bar,3.0
Claude Opus 4.6,FlowPilot,Photochemical oxidation,repeat_03,residence_time_min,8.046994
Claude Opus 4.6,FlowPilot,Photochemical oxidation,repeat_03,flow_rate_mL_min,0.12427
Claude Opus 4.6,FlowPilot,Photochemical oxidation,repeat_03,reactor_volume_mL,1.0
Claude Opus 4.6,FlowPilot,Photochemical oxidation,repeat_03,temperature_C,21.0
Claude Opus 4.6,FlowPilot,Photochemical oxidation,repeat_03,concentration_M,0.1
Claude Opus 4.6,FlowPilot,Photochemical oxidation,repeat_03,BPR_bar,3.0
Claude Opus 4.6,FlowPilot,CuAAC,repeat_01,residence_time_min,0.5
Claude Opus 4.6,FlowPilot,CuAAC,repeat_01,flow_rate_mL_min,0.6
Claude Opus 4.6,FlowPilot,CuAAC,repeat_01,reactor_volume_mL,0.3
Claude Opus 4.6,FlowPilot,CuAAC,repeat_01,temperature_C,150.0
Claude Opus 4.6,FlowPilot,CuAAC,repeat_01,concentration_M,0.25
Claude Opus 4.6,FlowPilot,CuAAC,repeat_01,BPR_bar,20.0
Claude Opus 4.6,FlowPilot,CuAAC,repeat_02,residence_time_min,0.3
Claude Opus 4.6,FlowPilot,CuAAC,repeat_02,flow_rate_mL_min,1.0
Claude Opus 4.6,FlowPilot,CuAAC,repeat_02,reactor_volume_mL,0.3
Claude Opus 4.6,FlowPilot,CuAAC,repeat_02,temperature_C,150.0
Claude Opus 4.6,FlowPilot,CuAAC,repeat_02,concentration_M,0.25
Claude Opus 4.6,FlowPilot,CuAAC,repeat_02,BPR_bar,20.0
Claude Opus 4.6,FlowPilot,CuAAC,repeat_03,residence_time_min,0.5
Claude Opus 4.6,FlowPilot,CuAAC,repeat_03,flow_rate_mL_min,0.6
Claude Opus 4.6,FlowPilot,CuAAC,repeat_03,reactor_volume_mL,0.3
Claude Opus 4.6,FlowPilot,CuAAC,repeat_03,temperature_C,150.0
Claude Opus 4.6,FlowPilot,CuAAC,repeat_03,concentration_M,0.25
Claude Opus 4.6,FlowPilot,CuAAC,repeat_03,BPR_bar,20.0
GPT-4o,One-shot,Hydrogenolysis,repeat_01,residence_time_min,1.5
GPT-4o,One-shot,Hydrogenolysis,repeat_01,flow_rate_mL_min,2.0
GPT-4o,One-shot,Hydrogenolysis,repeat_01,reactor_volume_mL,3.0
GPT-4o,One-shot,Hydrogenolysis,repeat_01,temperature_C,60.0
GPT-4o,One-shot,Hydrogenolysis,repeat_01,concentration_M,0.126
GPT-4o,One-shot,Hydrogenolysis,repeat_01,BPR_bar,21.0
GPT-4o,One-shot,Hydrogenolysis,repeat_02,residence_time_min,1.5
GPT-4o,One-shot,Hydrogenolysis,repeat_02,flow_rate_mL_min,2.0
GPT-4o,One-shot,Hydrogenolysis,repeat_02,reactor_volume_mL,3.0
GPT-4o,One-shot,Hydrogenolysis,repeat_02,temperature_C,60.0
GPT-4o,One-shot,Hydrogenolysis,repeat_02,concentration_M,0.126
GPT-4o,One-shot,Hydrogenolysis,repeat_02,BPR_bar,21.0
GPT-4o,One-shot,Hydrogenolysis,repeat_03,residence_time_min,1.5
GPT-4o,One-shot,Hydrogenolysis,repeat_03,flow_rate_mL_min,2.0
GPT-4o,One-shot,Hydrogenolysis,repeat_03,reactor_volume_mL,3.0
GPT-4o,One-shot,Hydrogenolysis,repeat_03,temperature_C,60.0
GPT-4o,One-shot,Hydrogenolysis,repeat_03,concentration_M,0.126
GPT-4o,One-shot,Hydrogenolysis,repeat_03,BPR_bar,21.0
GPT-4o,One-shot,Photochemical oxidation,repeat_01,residence_time_min,1.0
GPT-4o,One-shot,Photochemical oxidation,repeat_01,flow_rate_mL_min,1.0
GPT-4o,One-shot,Photochemical oxidation,repeat_01,reactor_volume_mL,1.0
GPT-4o,One-shot,Photochemical oxidation,repeat_01,temperature_C,21.0
GPT-4o,One-shot,Photochemical oxidation,repeat_01,concentration_M,0.1
GPT-4o,One-shot,Photochemical oxidation,repeat_01,BPR_bar,3.0
GPT-4o,One-shot,Photochemical oxidation,repeat_02,residence_time_min,10.0
GPT-4o,One-shot,Photochemical oxidation,repeat_02,flow_rate_mL_min,0.1
GPT-4o,One-shot,Photochemical oxidation,repeat_02,reactor_volume_mL,1.0
GPT-4o,One-shot,Photochemical oxidation,repeat_02,temperature_C,21.0
GPT-4o,One-shot,Photochemical oxidation,repeat_02,concentration_M,0.1
GPT-4o,One-shot,Photochemical oxidation,repeat_02,BPR_bar,3.0
GPT-4o,One-shot,Photochemical oxidation,repeat_03,residence_time_min,10.0
GPT-4o,One-shot,Photochemical oxidation,repeat_03,flow_rate_mL_min,0.1
GPT-4o,One-shot,Photochemical oxidation,repeat_03,reactor_volume_mL,1.0
GPT-4o,One-shot,Photochemical oxidation,repeat_03,temperature_C,21.0
GPT-4o,One-shot,Photochemical oxidation,repeat_03,concentration_M,0.1
GPT-4o,One-shot,Photochemical oxidation,repeat_03,BPR_bar,3.0
GPT-4o,One-shot,CuAAC,repeat_01,residence_time_min,0.1
GPT-4o,One-shot,CuAAC,repeat_01,flow_rate_mL_min,3.0
GPT-4o,One-shot,CuAAC,repeat_01,reactor_volume_mL,0.3
GPT-4o,One-shot,CuAAC,repeat_01,temperature_C,150.0
GPT-4o,One-shot,CuAAC,repeat_01,concentration_M,0.25
GPT-4o,One-shot,CuAAC,repeat_01,BPR_bar,20.0
GPT-4o,One-shot,CuAAC,repeat_02,residence_time_min,0.1
GPT-4o,One-shot,CuAAC,repeat_02,flow_rate_mL_min,3.0
GPT-4o,One-shot,CuAAC,repeat_02,reactor_volume_mL,0.3
GPT-4o,One-shot,CuAAC,repeat_02,temperature_C,150.0
GPT-4o,One-shot,CuAAC,repeat_02,concentration_M,0.25
GPT-4o,One-shot,CuAAC,repeat_02,BPR_bar,20.0
GPT-4o,One-shot,CuAAC,repeat_03,residence_time_min,0.1
GPT-4o,One-shot,CuAAC,repeat_03,flow_rate_mL_min,3.0
GPT-4o,One-shot,CuAAC,repeat_03,reactor_volume_mL,0.3
GPT-4o,One-shot,CuAAC,repeat_03,temperature_C,150.0
GPT-4o,One-shot,CuAAC,repeat_03,concentration_M,0.25
GPT-4o,One-shot,CuAAC,repeat_03,BPR_bar,20.0
GPT-4o,FlowPilot,Hydrogenolysis,repeat_01,residence_time_min,9.616001
GPT-4o,FlowPilot,Hydrogenolysis,repeat_01,flow_rate_mL_min,0.31198
GPT-4o,FlowPilot,Hydrogenolysis,repeat_01,reactor_volume_mL,3.0
GPT-4o,FlowPilot,Hydrogenolysis,repeat_01,temperature_C,60.0
GPT-4o,FlowPilot,Hydrogenolysis,repeat_01,concentration_M,0.126
GPT-4o,FlowPilot,Hydrogenolysis,repeat_01,BPR_bar,21.0
GPT-4o,FlowPilot,Hydrogenolysis,repeat_02,residence_time_min,14.59783
GPT-4o,FlowPilot,Hydrogenolysis,repeat_02,flow_rate_mL_min,0.20551
GPT-4o,FlowPilot,Hydrogenolysis,repeat_02,reactor_volume_mL,3.0
GPT-4o,FlowPilot,Hydrogenolysis,repeat_02,temperature_C,60.0
GPT-4o,FlowPilot,Hydrogenolysis,repeat_02,concentration_M,0.126
GPT-4o,FlowPilot,Hydrogenolysis,repeat_02,BPR_bar,21.0
GPT-4o,FlowPilot,Hydrogenolysis,repeat_03,residence_time_min,12.236907
GPT-4o,FlowPilot,Hydrogenolysis,repeat_03,flow_rate_mL_min,0.24516
GPT-4o,FlowPilot,Hydrogenolysis,repeat_03,reactor_volume_mL,3.0
GPT-4o,FlowPilot,Hydrogenolysis,repeat_03,temperature_C,60.0
GPT-4o,FlowPilot,Hydrogenolysis,repeat_03,concentration_M,0.126
GPT-4o,FlowPilot,Hydrogenolysis,repeat_03,BPR_bar,21.0
GPT-4o,FlowPilot,Photochemical oxidation,repeat_01,residence_time_min,3.218746
GPT-4o,FlowPilot,Photochemical oxidation,repeat_01,flow_rate_mL_min,0.31068
GPT-4o,FlowPilot,Photochemical oxidation,repeat_01,reactor_volume_mL,1.0
GPT-4o,FlowPilot,Photochemical oxidation,repeat_01,temperature_C,21.0
GPT-4o,FlowPilot,Photochemical oxidation,repeat_01,concentration_M,0.1
GPT-4o,FlowPilot,Photochemical oxidation,repeat_01,BPR_bar,3.0
GPT-4o,FlowPilot,Photochemical oxidation,repeat_02,residence_time_min,3.218746
GPT-4o,FlowPilot,Photochemical oxidation,repeat_02,flow_rate_mL_min,0.31068
GPT-4o,FlowPilot,Photochemical oxidation,repeat_02,reactor_volume_mL,1.0
GPT-4o,FlowPilot,Photochemical oxidation,repeat_02,temperature_C,21.0
GPT-4o,FlowPilot,Photochemical oxidation,repeat_02,concentration_M,0.1
GPT-4o,FlowPilot,Photochemical oxidation,repeat_02,BPR_bar,3.0
GPT-4o,FlowPilot,Photochemical oxidation,repeat_03,residence_time_min,3.218746
GPT-4o,FlowPilot,Photochemical oxidation,repeat_03,flow_rate_mL_min,0.31068
GPT-4o,FlowPilot,Photochemical oxidation,repeat_03,reactor_volume_mL,1.0
GPT-4o,FlowPilot,Photochemical oxidation,repeat_03,temperature_C,21.0
GPT-4o,FlowPilot,Photochemical oxidation,repeat_03,concentration_M,0.1
GPT-4o,FlowPilot,Photochemical oxidation,repeat_03,BPR_bar,3.0
GPT-4o,FlowPilot,CuAAC,repeat_01,residence_time_min,2.700027
GPT-4o,FlowPilot,CuAAC,repeat_01,flow_rate_mL_min,0.11111
GPT-4o,FlowPilot,CuAAC,repeat_01,reactor_volume_mL,0.3
GPT-4o,FlowPilot,CuAAC,repeat_01,temperature_C,150.0
GPT-4o,FlowPilot,CuAAC,repeat_01,concentration_M,0.25
GPT-4o,FlowPilot,CuAAC,repeat_01,BPR_bar,20.0
GPT-4o,FlowPilot,CuAAC,repeat_02,residence_time_min,2.700027
GPT-4o,FlowPilot,CuAAC,repeat_02,flow_rate_mL_min,0.11111
GPT-4o,FlowPilot,CuAAC,repeat_02,reactor_volume_mL,0.3
GPT-4o,FlowPilot,CuAAC,repeat_02,temperature_C,150.0
GPT-4o,FlowPilot,CuAAC,repeat_02,concentration_M,0.25
GPT-4o,FlowPilot,CuAAC,repeat_02,BPR_bar,20.0
GPT-4o,FlowPilot,CuAAC,repeat_03,residence_time_min,2.700027
GPT-4o,FlowPilot,CuAAC,repeat_03,flow_rate_mL_min,0.11111
GPT-4o,FlowPilot,CuAAC,repeat_03,reactor_volume_mL,0.3
GPT-4o,FlowPilot,CuAAC,repeat_03,temperature_C,150.0
GPT-4o,FlowPilot,CuAAC,repeat_03,concentration_M,0.25
GPT-4o,FlowPilot,CuAAC,repeat_03,BPR_bar,20.0
