judge,track,pair_id,criterion_id,order_count,order_consistent,order_1_preference,order_2_preference
openai,outcome,P-01-B2E30,O-06,2,True,One-shot,One-shot
openai,outcome,P-01-B2E30,OVERALL,2,True,One-shot,One-shot
openai,outcome,P-02-0ABB9,O-01,2,True,One-shot,One-shot
openai,outcome,P-02-0ABB9,O-02,2,False,One-shot,FlowPilot
openai,outcome,P-02-0ABB9,O-03,2,True,One-shot,One-shot
openai,outcome,P-02-0ABB9,O-04,2,True,One-shot,One-shot
openai,outcome,P-02-0ABB9,O-05,2,True,One-shot,One-shot
openai,outcome,P-02-0ABB9,O-06,2,True,One-shot,One-shot
openai,outcome,P-02-0ABB9,OVERALL,2,True,One-shot,One-shot
openai,outcome,P-03-37BDD,O-01,2,False,One-shot,FlowPilot
openai,outcome,P-03-37BDD,O-02,2,True,One-shot,One-shot
openai,outcome,P-03-37BDD,O-03,2,True,One-shot,One-shot
openai,outcome,P-03-37BDD,O-04,2,True,One-shot,One-shot
openai,outcome,P-03-37BDD,O-05,2,True,One-shot,One-shot
openai,outcome,P-03-37BDD,O-06,2,True,One-shot,One-shot
openai,outcome,P-03-37BDD,OVERALL,2,True,One-shot,One-shot
openai,outcome,P-04-69169,O-01,2,True,FlowPilot,FlowPilot
openai,outcome,P-04-69169,O-02,2,True,FlowPilot,FlowPilot
openai,outcome,P-04-69169,O-03,2,False,FlowPilot,One-shot
openai,outcome,P-04-69169,O-04,2,False,FlowPilot,TIE
openai,outcome,P-04-69169,O-05,2,False,FlowPilot,One-shot
openai,outcome,P-04-69169,O-06,2,False,FlowPilot,One-shot
openai,outcome,P-04-69169,OVERALL,2,False,FlowPilot,One-shot
openai,outcome,P-05-A6ACE,O-01,2,True,FlowPilot,FlowPilot
openai,outcome,P-05-A6ACE,O-02,2,True,FlowPilot,FlowPilot
openai,outcome,P-05-A6ACE,O-03,2,True,FlowPilot,FlowPilot
openai,outcome,P-05-A6ACE,O-04,2,True,FlowPilot,FlowPilot
openai,outcome,P-05-A6ACE,O-05,2,False,TIE,FlowPilot
openai,outcome,P-05-A6ACE,O-06,2,True,FlowPilot,FlowPilot
openai,outcome,P-05-A6ACE,OVERALL,2,True,FlowPilot,FlowPilot
openai,outcome,P-06-2D620,O-01,2,True,One-shot,One-shot
openai,outcome,P-06-2D620,O-02,2,True,One-shot,One-shot
openai,outcome,P-06-2D620,O-03,2,True,One-shot,One-shot
openai,outcome,P-06-2D620,O-04,2,False,FlowPilot,One-shot
openai,outcome,P-06-2D620,O-05,2,False,TIE,One-shot
openai,outcome,P-06-2D620,O-06,2,True,One-shot,One-shot
openai,outcome,P-06-2D620,OVERALL,2,True,One-shot,One-shot
qwen,assurance,P-01-B2E30,A-01,2,True,FlowPilot,FlowPilot
qwen,assurance,P-01-B2E30,A-02,2,True,FlowPilot,FlowPilot
qwen,assurance,P-01-B2E30,A-03,2,True,FlowPilot,FlowPilot
qwen,assurance,P-01-B2E30,A-04,2,True,FlowPilot,FlowPilot
qwen,assurance,P-01-B2E30,A-05,2,True,FlowPilot,FlowPilot
qwen,assurance,P-01-B2E30,A-06,2,True,FlowPilot,FlowPilot
qwen,assurance,P-01-B2E30,OVERALL,2,True,FlowPilot,FlowPilot
qwen,assurance,P-02-0ABB9,A-01,2,False,One-shot,FlowPilot
qwen,assurance,P-02-0ABB9,A-02,2,False,One-shot,FlowPilot
qwen,assurance,P-02-0ABB9,A-03,2,False,One-shot,FlowPilot
qwen,assurance,P-02-0ABB9,A-04,2,False,One-shot,FlowPilot
qwen,assurance,P-02-0ABB9,A-05,2,False,One-shot,FlowPilot
qwen,assurance,P-02-0ABB9,A-06,2,False,One-shot,FlowPilot
qwen,assurance,P-02-0ABB9,OVERALL,2,False,One-shot,FlowPilot
qwen,assurance,P-03-37BDD,A-01,2,True,One-shot,One-shot
qwen,assurance,P-03-37BDD,A-02,2,True,One-shot,One-shot
qwen,assurance,P-03-37BDD,A-03,2,True,One-shot,One-shot
qwen,assurance,P-03-37BDD,A-04,2,True,One-shot,One-shot
qwen,assurance,P-03-37BDD,A-05,2,True,One-shot,One-shot
qwen,assurance,P-03-37BDD,A-06,2,True,One-shot,One-shot
qwen,assurance,P-03-37BDD,OVERALL,2,True,One-shot,One-shot
qwen,assurance,P-04-69169,A-01,2,True,FlowPilot,FlowPilot
qwen,assurance,P-04-69169,A-02,2,True,FlowPilot,FlowPilot
qwen,assurance,P-04-69169,A-03,2,True,FlowPilot,FlowPilot
qwen,assurance,P-04-69169,A-04,2,True,FlowPilot,FlowPilot
qwen,assurance,P-04-69169,A-05,2,True,FlowPilot,FlowPilot
qwen,assurance,P-04-69169,A-06,2,True,FlowPilot,FlowPilot
qwen,assurance,P-04-69169,OVERALL,2,True,FlowPilot,FlowPilot
qwen,assurance,P-05-A6ACE,A-01,2,True,FlowPilot,FlowPilot
qwen,assurance,P-05-A6ACE,A-02,2,True,FlowPilot,FlowPilot
qwen,assurance,P-05-A6ACE,A-03,2,True,FlowPilot,FlowPilot
qwen,assurance,P-05-A6ACE,A-04,2,True,FlowPilot,FlowPilot
qwen,assurance,P-05-A6ACE,A-05,2,True,FlowPilot,FlowPilot
qwen,assurance,P-05-A6ACE,A-06,2,True,FlowPilot,FlowPilot
qwen,assurance,P-05-A6ACE,OVERALL,2,True,FlowPilot,FlowPilot
qwen,assurance,P-06-2D620,A-01,2,True,FlowPilot,FlowPilot
qwen,assurance,P-06-2D620,A-02,2,True,FlowPilot,FlowPilot
qwen,assurance,P-06-2D620,A-03,2,True,FlowPilot,FlowPilot
qwen,assurance,P-06-2D620,A-04,2,True,FlowPilot,FlowPilot
qwen,assurance,P-06-2D620,A-05,2,True,FlowPilot,FlowPilot
qwen,assurance,P-06-2D620,A-06,2,True,FlowPilot,FlowPilot
qwen,assurance,P-06-2D620,OVERALL,2,True,FlowPilot,FlowPilot
qwen,outcome,P-01-B2E30,O-01,2,True,TIE,TIE
qwen,outcome,P-01-B2E30,O-02,2,True,One-shot,One-shot
qwen,outcome,P-01-B2E30,O-03,2,True,One-shot,One-shot
qwen,outcome,P-01-B2E30,O-04,2,True,TIE,TIE
qwen,outcome,P-01-B2E30,O-05,2,True,One-shot,One-shot
qwen,outcome,P-01-B2E30,O-06,2,True,One-shot,One-shot
qwen,outcome,P-01-B2E30,OVERALL,2,True,One-shot,One-shot
qwen,outcome,P-02-0ABB9,O-01,2,False,TIE,One-shot
qwen,outcome,P-02-0ABB9,O-02,2,False,FlowPilot,One-shot
qwen,outcome,P-02-0ABB9,O-03,2,False,TIE,One-shot
qwen,outcome,P-02-0ABB9,O-04,2,False,FlowPilot,TIE
qwen,outcome,P-02-0ABB9,O-05,2,False,TIE,One-shot
qwen,outcome,P-02-0ABB9,O-06,2,False,FlowPilot,One-shot
qwen,outcome,P-02-0ABB9,OVERALL,2,False,FlowPilot,One-shot
qwen,outcome,P-03-37BDD,O-01,2,True,One-shot,One-shot
qwen,outcome,P-03-37BDD,O-02,2,True,One-shot,One-shot
qwen,outcome,P-03-37BDD,O-03,2,True,TIE,TIE
qwen,outcome,P-03-37BDD,O-04,2,True,One-shot,One-shot
qwen,outcome,P-03-37BDD,O-05,2,True,One-shot,One-shot
qwen,outcome,P-03-37BDD,O-06,2,True,One-shot,One-shot
qwen,outcome,P-03-37BDD,OVERALL,2,True,One-shot,One-shot
qwen,outcome,P-04-69169,O-01,2,True,TIE,TIE
qwen,outcome,P-04-69169,O-02,2,False,FlowPilot,One-shot
qwen,outcome,P-04-69169,O-03,2,False,FlowPilot,One-shot
qwen,outcome,P-04-69169,O-04,2,False,FlowPilot,One-shot
qwen,outcome,P-04-69169,O-05,2,False,TIE,One-shot
qwen,outcome,P-04-69169,O-06,2,False,FlowPilot,One-shot
qwen,outcome,P-04-69169,OVERALL,2,False,FlowPilot,One-shot
qwen,outcome,P-05-A6ACE,O-01,2,False,One-shot,FlowPilot
qwen,outcome,P-05-A6ACE,O-02,2,False,One-shot,FlowPilot
qwen,outcome,P-05-A6ACE,O-03,2,False,One-shot,FlowPilot
qwen,outcome,P-05-A6ACE,O-04,2,False,One-shot,FlowPilot
qwen,outcome,P-05-A6ACE,O-05,2,True,TIE,TIE
qwen,outcome,P-05-A6ACE,O-06,2,False,One-shot,FlowPilot
qwen,outcome,P-05-A6ACE,OVERALL,2,False,One-shot,FlowPilot
qwen,outcome,P-06-2D620,O-01,2,True,One-shot,One-shot
qwen,outcome,P-06-2D620,O-02,2,True,One-shot,One-shot
qwen,outcome,P-06-2D620,O-03,2,True,TIE,TIE
qwen,outcome,P-06-2D620,O-04,2,True,One-shot,One-shot
qwen,outcome,P-06-2D620,O-05,2,True,TIE,TIE
qwen,outcome,P-06-2D620,O-06,2,True,One-shot,One-shot
qwen,outcome,P-06-2D620,OVERALL,2,True,One-shot,One-shot
