candidate_id,judge,judge_family,model,generator_family,architecture,case,score_0_1,applicable_criteria,critical_errors,overall_executability
N2-6383A78C,qwen,qwen,Qwen3.8-27B,qwen,No council,Photochemical oxidation,0.865385,13,1,SCREEN_ONLY
N2-A408B878,qwen,qwen,Qwen3.8-27B,qwen,Full FlowPilot,Photochemical oxidation,1.0,13,0,EXECUTABLE
N2-B6D3483C,qwen,qwen,Qwen3.8-27B,qwen,Without Chemistry agent,Photochemical oxidation,1.0,13,0,EXECUTABLE
N2-1189749E,qwen,qwen,Qwen3.8-27B,qwen,Without Kinetics agent,Photochemical oxidation,1.0,13,0,EXECUTABLE
N2-085A1DAD,qwen,qwen,Qwen3.8-27B,qwen,Without Fluidics agent,Photochemical oxidation,1.0,13,0,EXECUTABLE
N2-04FBF1E1,qwen,qwen,Qwen3.8-27B,qwen,Without Safety agent,Photochemical oxidation,1.0,13,0,EXECUTABLE
N2-D01AD9FC,qwen,qwen,Qwen3.8-27B,qwen,Without Skeptic audit,Photochemical oxidation,1.0,13,0,EXECUTABLE
N2-29C768EC,qwen,qwen,Qwen3.8-27B,qwen,Without preselection refinement,Photochemical oxidation,1.0,13,0,EXECUTABLE
N2-8FABB80B,qwen,qwen,Qwen3.8-27B,qwen,Without winner revision,Photochemical oxidation,1.0,13,0,EXECUTABLE
N2-5345BB9E,qwen,qwen,Qwen3.8-27B,qwen,Deterministic selection,Photochemical oxidation,1.0,13,0,EXECUTABLE
N2-F8C892E9,qwen,qwen,Qwen3.8-27B,qwen,Without DFMEA,Photochemical oxidation,1.0,13,0,EXECUTABLE
N2-D78314D3,qwen,qwen,Qwen3.8-27B,qwen,One-pass council,Photochemical oxidation,1.0,13,0,EXECUTABLE
N2-BB50F0EC,qwen,qwen,Qwen3.8-27B,qwen,Candidate budget 1,Photochemical oxidation,1.0,13,0,EXECUTABLE
N2-BA251D11,qwen,qwen,Qwen3.8-27B,qwen,Candidate budget 4,Photochemical oxidation,1.0,13,0,EXECUTABLE
N2-70AC5DB5,qwen,qwen,Qwen3.8-27B,qwen,One-shot,CuAAC,1.0,12,0,EXECUTABLE
N2-608A173E,qwen,qwen,Qwen3.8-27B,qwen,No council,CuAAC,0.958333,12,0,EXECUTABLE
N2-1EB38B62,qwen,qwen,Qwen3.8-27B,qwen,Full FlowPilot,CuAAC,1.0,12,0,EXECUTABLE
N2-8E05DB29,qwen,qwen,Qwen3.8-27B,qwen,Without Chemistry agent,CuAAC,1.0,12,0,EXECUTABLE
N2-10DB3001,qwen,qwen,Qwen3.8-27B,qwen,Without Kinetics agent,CuAAC,1.0,12,0,EXECUTABLE
N2-E2AF5B62,qwen,qwen,Qwen3.8-27B,qwen,Without Fluidics agent,CuAAC,1.0,12,0,EXECUTABLE
N2-7E85C8D7,qwen,qwen,Qwen3.8-27B,qwen,Without Safety agent,CuAAC,1.0,12,0,EXECUTABLE
N2-05394A1C,qwen,qwen,Qwen3.8-27B,qwen,Without Skeptic audit,CuAAC,1.0,12,0,EXECUTABLE
N2-5C73A256,qwen,qwen,Qwen3.8-27B,qwen,Without preselection refinement,CuAAC,1.0,12,0,EXECUTABLE
N2-C68D2228,qwen,qwen,Qwen3.8-27B,qwen,Without winner revision,CuAAC,1.0,12,0,EXECUTABLE
N2-66842DD5,qwen,qwen,Qwen3.8-27B,qwen,Deterministic selection,CuAAC,1.0,12,0,EXECUTABLE
N2-87975EE8,qwen,qwen,Qwen3.8-27B,qwen,Without DFMEA,CuAAC,1.0,12,0,EXECUTABLE
N2-0993A2F2,qwen,qwen,Qwen3.8-27B,qwen,One-pass council,CuAAC,1.0,12,0,EXECUTABLE
N2-D9EF5B93,qwen,qwen,Qwen3.8-27B,qwen,Candidate budget 1,CuAAC,1.0,12,0,EXECUTABLE
N2-2683E725,qwen,qwen,Qwen3.8-27B,qwen,Candidate budget 4,CuAAC,1.0,12,0,EXECUTABLE
N2-42E255BD,openai,openai,Qwen3.8-27B,qwen,One-shot,Hydrogenolysis,0.365385,13,6,BLOCKED
N2-A4BD0974,openai,openai,Qwen3.8-27B,qwen,No council,Hydrogenolysis,0.480769,13,5,BLOCKED
N2-7B88102E,openai,openai,Qwen3.8-27B,qwen,Full FlowPilot,Hydrogenolysis,0.788462,13,0,SCREEN_ONLY
N2-8CB37C9D,openai,openai,Qwen3.8-27B,qwen,Without Chemistry agent,Hydrogenolysis,0.692308,13,0,SCREEN_ONLY
N2-AC894B1E,openai,openai,Qwen3.8-27B,qwen,Without Kinetics agent,Hydrogenolysis,0.711538,13,0,SCREEN_ONLY
N2-25408D6D,openai,openai,Qwen3.8-27B,qwen,Without Fluidics agent,Hydrogenolysis,0.730769,13,0,SCREEN_ONLY
N2-C3F159E6,openai,openai,Qwen3.8-27B,qwen,Without Safety agent,Hydrogenolysis,0.653846,13,0,SCREEN_ONLY
N2-A66A469B,openai,openai,Qwen3.8-27B,qwen,Without Skeptic audit,Hydrogenolysis,0.730769,13,0,SCREEN_ONLY
N2-19E51058,openai,openai,Qwen3.8-27B,qwen,Without preselection refinement,Hydrogenolysis,0.865385,13,0,SCREEN_ONLY
N2-B0951DE4,openai,openai,Qwen3.8-27B,qwen,Without winner revision,Hydrogenolysis,0.769231,13,0,SCREEN_ONLY
N2-5861B846,openai,openai,Qwen3.8-27B,qwen,Deterministic selection,Hydrogenolysis,0.769231,13,0,SCREEN_ONLY
N2-272F04B8,openai,openai,Qwen3.8-27B,qwen,Without DFMEA,Hydrogenolysis,0.788462,13,0,SCREEN_ONLY
N2-ECB8C867,openai,openai,Qwen3.8-27B,qwen,One-pass council,Hydrogenolysis,0.846154,13,0,SCREEN_ONLY
N2-FE64371F,openai,openai,Qwen3.8-27B,qwen,Candidate budget 1,Hydrogenolysis,0.711538,13,0,SCREEN_ONLY
N2-0F87F7B1,openai,openai,Qwen3.8-27B,qwen,Candidate budget 4,Hydrogenolysis,0.730769,13,0,SCREEN_ONLY
N2-D9414DDD,openai,openai,Qwen3.8-27B,qwen,One-shot,Photochemical oxidation,0.576923,13,3,SCREEN_ONLY
N2-6383A78C,openai,openai,Qwen3.8-27B,qwen,No council,Photochemical oxidation,0.403846,13,6,SCREEN_ONLY
N2-A408B878,openai,openai,Qwen3.8-27B,qwen,Full FlowPilot,Photochemical oxidation,0.884615,13,0,EXECUTABLE
N2-B6D3483C,openai,openai,Qwen3.8-27B,qwen,Without Chemistry agent,Photochemical oxidation,0.865385,13,0,EXECUTABLE
N2-1189749E,openai,openai,Qwen3.8-27B,qwen,Without Kinetics agent,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-085A1DAD,openai,openai,Qwen3.8-27B,qwen,Without Fluidics agent,Photochemical oxidation,0.846154,13,0,SCREEN_ONLY
N2-04FBF1E1,openai,openai,Qwen3.8-27B,qwen,Without Safety agent,Photochemical oxidation,0.903846,13,0,SCREEN_ONLY
N2-D01AD9FC,openai,openai,Qwen3.8-27B,qwen,Without Skeptic audit,Photochemical oxidation,0.846154,13,0,SCREEN_ONLY
N2-29C768EC,openai,openai,Qwen3.8-27B,qwen,Without preselection refinement,Photochemical oxidation,0.884615,13,0,EXECUTABLE
N2-8FABB80B,openai,openai,Qwen3.8-27B,qwen,Without winner revision,Photochemical oxidation,0.903846,13,0,EXECUTABLE
N2-5345BB9E,openai,openai,Qwen3.8-27B,qwen,Deterministic selection,Photochemical oxidation,0.884615,13,0,EXECUTABLE
N2-F8C892E9,openai,openai,Qwen3.8-27B,qwen,Without DFMEA,Photochemical oxidation,0.903846,13,0,EXECUTABLE
N2-D78314D3,openai,openai,Qwen3.8-27B,qwen,One-pass council,Photochemical oxidation,0.884615,13,0,SCREEN_ONLY
N2-BB50F0EC,openai,openai,Qwen3.8-27B,qwen,Candidate budget 1,Photochemical oxidation,0.826923,13,0,SCREEN_ONLY
N2-BA251D11,openai,openai,Qwen3.8-27B,qwen,Candidate budget 4,Photochemical oxidation,0.884615,13,0,SCREEN_ONLY
N2-70AC5DB5,openai,openai,Qwen3.8-27B,qwen,One-shot,CuAAC,0.75,12,0,SCREEN_ONLY
N2-608A173E,openai,openai,Qwen3.8-27B,qwen,No council,CuAAC,0.645833,12,2,SCREEN_ONLY
N2-1EB38B62,openai,openai,Qwen3.8-27B,qwen,Full FlowPilot,CuAAC,0.916667,12,0,EXECUTABLE
N2-8E05DB29,openai,openai,Qwen3.8-27B,qwen,Without Chemistry agent,CuAAC,0.916667,12,0,EXECUTABLE
N2-10DB3001,openai,openai,Qwen3.8-27B,qwen,Without Kinetics agent,CuAAC,0.895833,12,0,SCREEN_ONLY
N2-E2AF5B62,openai,openai,Qwen3.8-27B,qwen,Without Fluidics agent,CuAAC,0.916667,12,0,SCREEN_ONLY
N2-7E85C8D7,openai,openai,Qwen3.8-27B,qwen,Without Safety agent,CuAAC,0.916667,12,0,SCREEN_ONLY
N2-05394A1C,openai,openai,Qwen3.8-27B,qwen,Without Skeptic audit,CuAAC,0.833333,12,0,SCREEN_ONLY
N2-5C73A256,openai,openai,Qwen3.8-27B,qwen,Without preselection refinement,CuAAC,0.916667,12,0,EXECUTABLE
N2-C68D2228,openai,openai,Qwen3.8-27B,qwen,Without winner revision,CuAAC,0.9375,12,0,EXECUTABLE
N2-66842DD5,openai,openai,Qwen3.8-27B,qwen,Deterministic selection,CuAAC,0.916667,12,0,EXECUTABLE
N2-87975EE8,openai,openai,Qwen3.8-27B,qwen,Without DFMEA,CuAAC,0.916667,12,0,EXECUTABLE
N2-0993A2F2,openai,openai,Qwen3.8-27B,qwen,One-pass council,CuAAC,0.895833,12,0,SCREEN_ONLY
N2-D9EF5B93,openai,openai,Qwen3.8-27B,qwen,Candidate budget 1,CuAAC,0.916667,12,0,EXECUTABLE
N2-2683E725,openai,openai,Qwen3.8-27B,qwen,Candidate budget 4,CuAAC,0.916667,12,0,EXECUTABLE
N2-42E255BD,claude,anthropic,Qwen3.8-27B,qwen,One-shot,Hydrogenolysis,0.596154,13,1,BLOCKED
N2-A4BD0974,claude,anthropic,Qwen3.8-27B,qwen,No council,Hydrogenolysis,0.5,13,0,BLOCKED
N2-7B88102E,claude,anthropic,Qwen3.8-27B,qwen,Full FlowPilot,Hydrogenolysis,0.903846,13,0,EXECUTABLE
N2-8CB37C9D,claude,anthropic,Qwen3.8-27B,qwen,Without Chemistry agent,Hydrogenolysis,0.826923,13,0,SCREEN_ONLY
N2-AC894B1E,claude,anthropic,Qwen3.8-27B,qwen,Without Kinetics agent,Hydrogenolysis,0.865385,13,0,EXECUTABLE
N2-25408D6D,claude,anthropic,Qwen3.8-27B,qwen,Without Fluidics agent,Hydrogenolysis,0.865385,13,0,EXECUTABLE
N2-C3F159E6,claude,anthropic,Qwen3.8-27B,qwen,Without Safety agent,Hydrogenolysis,0.884615,13,0,EXECUTABLE
N2-A66A469B,claude,anthropic,Qwen3.8-27B,qwen,Without Skeptic audit,Hydrogenolysis,0.846154,13,0,EXECUTABLE
N2-19E51058,claude,anthropic,Qwen3.8-27B,qwen,Without preselection refinement,Hydrogenolysis,0.846154,13,0,EXECUTABLE
N2-B0951DE4,claude,anthropic,Qwen3.8-27B,qwen,Without winner revision,Hydrogenolysis,0.865385,13,0,SCREEN_ONLY
N2-5861B846,claude,anthropic,Qwen3.8-27B,qwen,Deterministic selection,Hydrogenolysis,0.846154,13,0,SCREEN_ONLY
N2-272F04B8,claude,anthropic,Qwen3.8-27B,qwen,Without DFMEA,Hydrogenolysis,0.846154,13,0,SCREEN_ONLY
N2-ECB8C867,claude,anthropic,Qwen3.8-27B,qwen,One-pass council,Hydrogenolysis,0.884615,13,0,EXECUTABLE
N2-FE64371F,claude,anthropic,Qwen3.8-27B,qwen,Candidate budget 1,Hydrogenolysis,0.846154,13,0,SCREEN_ONLY
N2-0F87F7B1,claude,anthropic,Qwen3.8-27B,qwen,Candidate budget 4,Hydrogenolysis,0.846154,13,0,EXECUTABLE
N2-D9414DDD,claude,anthropic,Qwen3.8-27B,qwen,One-shot,Photochemical oxidation,0.826923,13,0,SCREEN_ONLY
N2-6383A78C,claude,anthropic,Qwen3.8-27B,qwen,No council,Photochemical oxidation,0.75,13,0,SCREEN_ONLY
N2-A408B878,claude,anthropic,Qwen3.8-27B,qwen,Full FlowPilot,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-B6D3483C,claude,anthropic,Qwen3.8-27B,qwen,Without Chemistry agent,Photochemical oxidation,0.923077,13,0,EXECUTABLE
N2-1189749E,claude,anthropic,Qwen3.8-27B,qwen,Without Kinetics agent,Photochemical oxidation,0.942308,13,0,SCREEN_ONLY
N2-085A1DAD,claude,anthropic,Qwen3.8-27B,qwen,Without Fluidics agent,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-04FBF1E1,claude,anthropic,Qwen3.8-27B,qwen,Without Safety agent,Photochemical oxidation,0.961538,13,0,EXECUTABLE
N2-D01AD9FC,claude,anthropic,Qwen3.8-27B,qwen,Without Skeptic audit,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-29C768EC,claude,anthropic,Qwen3.8-27B,qwen,Without preselection refinement,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-8FABB80B,claude,anthropic,Qwen3.8-27B,qwen,Without winner revision,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-5345BB9E,claude,anthropic,Qwen3.8-27B,qwen,Deterministic selection,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-F8C892E9,claude,anthropic,Qwen3.8-27B,qwen,Without DFMEA,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-D78314D3,claude,anthropic,Qwen3.8-27B,qwen,One-pass council,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-BB50F0EC,claude,anthropic,Qwen3.8-27B,qwen,Candidate budget 1,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-BA251D11,claude,anthropic,Qwen3.8-27B,qwen,Candidate budget 4,Photochemical oxidation,0.923077,13,0,EXECUTABLE
N2-70AC5DB5,claude,anthropic,Qwen3.8-27B,qwen,One-shot,CuAAC,0.895833,12,0,SCREEN_ONLY
N2-608A173E,claude,anthropic,Qwen3.8-27B,qwen,No council,CuAAC,0.8125,12,0,SCREEN_ONLY
N2-1EB38B62,claude,anthropic,Qwen3.8-27B,qwen,Full FlowPilot,CuAAC,0.916667,12,0,EXECUTABLE
N2-8E05DB29,claude,anthropic,Qwen3.8-27B,qwen,Without Chemistry agent,CuAAC,0.895833,12,0,SCREEN_ONLY
N2-10DB3001,claude,anthropic,Qwen3.8-27B,qwen,Without Kinetics agent,CuAAC,0.958333,12,0,SCREEN_ONLY
N2-E2AF5B62,claude,anthropic,Qwen3.8-27B,qwen,Without Fluidics agent,CuAAC,0.916667,12,0,SCREEN_ONLY
N2-7E85C8D7,claude,anthropic,Qwen3.8-27B,qwen,Without Safety agent,CuAAC,0.916667,12,0,SCREEN_ONLY
N2-05394A1C,claude,anthropic,Qwen3.8-27B,qwen,Without Skeptic audit,CuAAC,0.9375,12,0,EXECUTABLE
N2-5C73A256,claude,anthropic,Qwen3.8-27B,qwen,Without preselection refinement,CuAAC,0.958333,12,0,EXECUTABLE
N2-C68D2228,claude,anthropic,Qwen3.8-27B,qwen,Without winner revision,CuAAC,0.916667,12,0,SCREEN_ONLY
N2-66842DD5,claude,anthropic,Qwen3.8-27B,qwen,Deterministic selection,CuAAC,0.916667,12,0,SCREEN_ONLY
N2-87975EE8,claude,anthropic,Qwen3.8-27B,qwen,Without DFMEA,CuAAC,0.9375,12,0,SCREEN_ONLY
N2-0993A2F2,claude,anthropic,Qwen3.8-27B,qwen,One-pass council,CuAAC,0.9375,12,0,SCREEN_ONLY
N2-D9EF5B93,claude,anthropic,Qwen3.8-27B,qwen,Candidate budget 1,CuAAC,0.916667,12,0,SCREEN_ONLY
N2-2683E725,claude,anthropic,Qwen3.8-27B,qwen,Candidate budget 4,CuAAC,0.9375,12,0,SCREEN_ONLY
