path,sha256,bytes
generation/cuaac/gpt4o_flowpilot/repeat_01/snapshots/stage4_chief_selection.json,55c4fd090308870f5271311b7ef1b2581255fdb7d2509578630ebc0ef2a6d8f7,3809
generation/cuaac/gpt4o_flowpilot/repeat_01/snapshots/stage5_revision_result.json,46fa8b85291e3f0f981a474ddcc457a9af2aef141b9c249360f8f962cd4efa44,59
generation/cuaac/gpt4o_flowpilot/repeat_01/snapshots/stage6_dfmea.json,16bcdf5be73ba6562be73d4ff4e2a661e678ddb416c2ffee8fa71fca105a0650,1257
generation/cuaac/gpt4o_flowpilot/repeat_01/stage_events.jsonl,a533aaecec4e0c96fe77499aaf08d0d062f2a1485a4ee13379f918967714b277,4079
generation/cuaac/gpt4o_one_shot/repeat_01/checksums.sha256,a0c0a4b832854eb0cd9a3b141d1cfaa28cb6c473841707a89db99823c5258a88,824
generation/cuaac/gpt4o_one_shot/repeat_01/hidden_reference.json,e5142f9e4c3ee7131676360197ee0afe77c3e86c712c33540d15ac024cf3eaca,595
generation/cuaac/gpt4o_one_shot/repeat_01/input_inventory.json,11e152ce5b782cc4f2e0382bcb431fb20bdcde453cbd910d3c50a9e533af131d,2553
generation/cuaac/gpt4o_one_shot/repeat_01/input_public.json,a871602c89096c1ad1edd11b2f98f2f404358a7a8a5a70b44700f2f7e34d9c1a,8169
generation/cuaac/gpt4o_one_shot/repeat_01/llm_events.jsonl,05d7254b1c2eab30c61d1ffbe2bf2ed7d4738e452950e9b878f6d0cdd7200f7f,9110
generation/cuaac/gpt4o_one_shot/repeat_01/metadata.json,78ba1c11264e38a6dc675fed7626af358d7d1ab53c06c180999814eb675557da,963
generation/cuaac/gpt4o_one_shot/repeat_01/metrics.json,ec2e0592f12565790bb437375c9b4791de92a34932cf8fe8cc890ac5e6fa2d53,3164
generation/cuaac/gpt4o_one_shot/repeat_01/prompt.json,25b241fa6add7b4ac945176e1ac0703b23705c47096e154b2218efafed513696,5332
generation/cuaac/gpt4o_one_shot/repeat_01/raw_response.json,6b80d8928c46bd8a8785227ce568406662c293750118514e971b10e48342db3b,3572
generation/cuaac/gpt4o_one_shot/repeat_01/result.json,643908cecf1db380c8d93ec0a4adcd5b0fcb3d3ca7d21453cdd6850b618189a3,11275
generation/cuaac/gpt4o_one_shot/repeat_01/run_summary.json,8c998a7ea14aa548200ee7463937eb9fab886843fa55cc9a7e495ef79abcc78d,4644
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/checksums.sha256,b874148f9a8a632ab6923154306b203a0e4e843676b5b2c5d382d3c7b06cfca5,1766
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/hidden_reference.json,f4cdc2832bbc16b1207b8908873bde238c1566430e132cd7d9d9bab5ed61c963,758
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/input_inventory.json,77acd1eee65e58e42e0d5925c080046ea4965e49783b1979e814bc3cc2dce3cb,4238
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/input_public.json,36f07fb011324739a455d11d0e24dccd47d92e156eb191bf22fe39390b2dc88f,13035
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/llm_events.jsonl,0c081bc83bb4fc7645e6277deec81021d0b9972949f21c2ccc30ff7eb7cf5428,300622
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/metadata.json,f06f3e6f355e754b60153263fb1f204d9b04ebde858402fd05216ed33cad8c93,967
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/metrics.json,3a7aadd7af6e9fad44609efef8736ff3af44bda282ff73445805cc9a19f6a3fa,3391
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/result.json,0a2c456c7a0a1643c60d82b4f22b7a81578364d176405b8db5c1b44799c178ee,304268
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/run_summary.json,9cb1e7bf44a8667f49eed57d73b40fcc2024d671ea5f7a6d15f6562e3a1c28b2,5620
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/snapshots/council_execution_config.json,2401d98bb347dc1d16d5d1f8d659b5933b77b84308ee65ebf0ed0cf52c3344da,279
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/snapshots/final_design.json,2f473bb5e85c50f6a664588aea323e86a126c895bc44bda50e38d3bf4c5250d2,42704
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/snapshots/process_topology.json,ddc88ef2884e5380ffcc24ec5a67346dac8506021011d0c1de5dde748a6b0c45,13282
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/snapshots/stage1_designer_result.json,d308703ee0ba4aa4b306bba0deada34f3f70bf19c057a657346dcb6c1151eed1,24702
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/snapshots/stage2_initial_scoring.json,50f63c8757f27dedea09508b41789e7ecd3c399b6c90fcce33f8e2090701ca93,9212
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/snapshots/stage3_5_refinement_summary.json,8acbaec3cd52b1542632394873c549ba9d9e1242760914d4a4bc2d8455401857,1003
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/snapshots/stage3_initial_audit.json,0ccfb207105a5c4eab796c1564a04befa51fc8398f0954e904bbd55c9a61fd1a,885
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/snapshots/stage4_chief_selection.json,5c6aae45d9aa1d4087e36826362f9b86c747fd4cbcef872a63fa283e353ee5ab,8572
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/snapshots/stage5_revision_result.json,46fa8b85291e3f0f981a474ddcc457a9af2aef141b9c249360f8f962cd4efa44,59
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/snapshots/stage6_dfmea.json,104f1ed28294959cd81b042d3f8fa682b4238ea456e89a45af8ce218241c7b8b,4498
generation/hydrogenolysis/claude_opus_flowpilot/repeat_01/stage_events.jsonl,198eed6fe9446e8e3223f93c5ca25d8633388409470d4a67b2ae23f7ef55e474,4105
generation/hydrogenolysis/claude_opus_one_shot/repeat_01/checksums.sha256,b96d424318ad5a9f110f2bc0ad0c1939c91f326a564bb17ff689f1c649fa9ed4,824
generation/hydrogenolysis/claude_opus_one_shot/repeat_01/hidden_reference.json,f4cdc2832bbc16b1207b8908873bde238c1566430e132cd7d9d9bab5ed61c963,758
generation/hydrogenolysis/claude_opus_one_shot/repeat_01/input_inventory.json,77acd1eee65e58e42e0d5925c080046ea4965e49783b1979e814bc3cc2dce3cb,4238
generation/hydrogenolysis/claude_opus_one_shot/repeat_01/input_public.json,36f07fb011324739a455d11d0e24dccd47d92e156eb191bf22fe39390b2dc88f,13035
generation/hydrogenolysis/claude_opus_one_shot/repeat_01/llm_events.jsonl,a7bd1148904b53625650acacd49384ccb6f7e851ad96e28860f6f68187cab26a,25401
generation/hydrogenolysis/claude_opus_one_shot/repeat_01/metadata.json,25e1c54fefa76240d4e6bc18a9177272b6937e1ff9f96514e4a668ca902446d5,978
generation/hydrogenolysis/claude_opus_one_shot/repeat_01/metrics.json,416be927dbecde5f92c05bd175deedfdbee494d0b7c58d392622823064030468,3385
generation/hydrogenolysis/claude_opus_one_shot/repeat_01/prompt.json,bbde6e0edacbbd9580d574dfddbb759cc5a4108c4f0c9c60ca3442edac8b44eb,7488
generation/hydrogenolysis/claude_opus_one_shot/repeat_01/raw_response.json,38e546ccf59fbd58f0540d24b67673f2c76b42b053caecbf0a8406c1508f7719,17710
generation/hydrogenolysis/claude_opus_one_shot/repeat_01/result.json,88c26d8ef6c11fce89b0dd692d5af771fc2f4439462decde7459b3cf0cb2525f,47598
generation/hydrogenolysis/claude_opus_one_shot/repeat_01/run_summary.json,46e61e080f009af3d866598b8a8f6f8c8130ded3df728864df995d44b70a8a1f,4901
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/checksums.sha256,8a6908728e5d676646bf422ff16269937aae03458bebd6f20f8a6e0d97caa628,1766
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/hidden_reference.json,f4cdc2832bbc16b1207b8908873bde238c1566430e132cd7d9d9bab5ed61c963,758
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/input_inventory.json,77acd1eee65e58e42e0d5925c080046ea4965e49783b1979e814bc3cc2dce3cb,4238
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/input_public.json,36f07fb011324739a455d11d0e24dccd47d92e156eb191bf22fe39390b2dc88f,13035
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/llm_events.jsonl,5d73a023d89522e0ed716218bb265490b5a6d6150c71cb704894ea797ece5551,446210
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/metadata.json,9b563f14492a1eeeb2748e950a1c7a6fdf255f29f155cb145a4e69a522319413,949
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/metrics.json,cd8fbf35e63a77643e6eaf6adfce847680d0e0eb216bebd655be38248e56fde9,3405
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/result.json,f186e84d91c568e531d49c0dbfc769f9cb8568b3a0fb2497a83f3dfe44e7ae8f,290492
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/run_summary.json,0b6493f1a35bb01f917f3ca4fed17dd1161295349b666b4eca1507d9aa7522e4,5610
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/snapshots/council_execution_config.json,2401d98bb347dc1d16d5d1f8d659b5933b77b84308ee65ebf0ed0cf52c3344da,279
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/snapshots/final_design.json,a554d7ff1687356b89176ce486869a338e9731906fd07d87cc3ed3c131d0a03e,41136
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/snapshots/process_topology.json,67141d2f3e963da032cb45fdd96ee892a09a915284f7f1aa96e1f44ee1dacc98,12679
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/snapshots/stage1_designer_result.json,945130e1ce6ec5e43422fbed1611018d9ebd9244adc6a7382555ab50d5a1e623,22896
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/snapshots/stage2_initial_scoring.json,db7ac4eb005bb596d0b45bd12fef265b9821eefba2e3c106e8f810653ef41e06,20886
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/snapshots/stage3_5_refinement_summary.json,2f37a835d2d62dcdd179486e94448c1c90180664aa9cd0824bc5c47bfc11fc5a,1647
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/snapshots/stage3_initial_audit.json,0ccfb207105a5c4eab796c1564a04befa51fc8398f0954e904bbd55c9a61fd1a,885
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/snapshots/stage4_chief_selection.json,106e3c0ae5212ead2554695ea4470598ffa8b8adb88e34931a5c3dc76d99aa88,4094
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/snapshots/stage5_revision_result.json,46fa8b85291e3f0f981a474ddcc457a9af2aef141b9c249360f8f962cd4efa44,59
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/snapshots/stage6_dfmea.json,a4021d0e786c97631336e8ba07af3bf4535da2e7a9050afda5aba285c41efcb8,1245
generation/hydrogenolysis/gpt4o_flowpilot/repeat_01/stage_events.jsonl,9a758871bfc7903bd91f431cac39202bd08bd0f3e92fc623f77394fc628b4600,4082
generation/hydrogenolysis/gpt4o_one_shot/repeat_01/checksums.sha256,3527b88495a0da37b7774e1ff29dc32fead6e677394f35b7dc37e3fa9ec852e4,824
generation/hydrogenolysis/gpt4o_one_shot/repeat_01/hidden_reference.json,f4cdc2832bbc16b1207b8908873bde238c1566430e132cd7d9d9bab5ed61c963,758
generation/hydrogenolysis/gpt4o_one_shot/repeat_01/input_inventory.json,77acd1eee65e58e42e0d5925c080046ea4965e49783b1979e814bc3cc2dce3cb,4238
generation/hydrogenolysis/gpt4o_one_shot/repeat_01/input_public.json,36f07fb011324739a455d11d0e24dccd47d92e156eb191bf22fe39390b2dc88f,13035
generation/hydrogenolysis/gpt4o_one_shot/repeat_01/llm_events.jsonl,2f647046d1f5672c15042efadfb1c2d1cc859a3ca472fdec8ed9ef07b058e285,12212
generation/hydrogenolysis/gpt4o_one_shot/repeat_01/metadata.json,1e39cbc2b00fccea4f13ff9f4605fb9e16596c132ef1ebcf43c937c5181ddb18,960
generation/hydrogenolysis/gpt4o_one_shot/repeat_01/metrics.json,00a329af9421e96a66ad213e48d0d7dd0159f1834bb0b309445db0baab9f6770,3397
generation/hydrogenolysis/gpt4o_one_shot/repeat_01/prompt.json,bbde6e0edacbbd9580d574dfddbb759cc5a4108c4f0c9c60ca3442edac8b44eb,7488
generation/hydrogenolysis/gpt4o_one_shot/repeat_01/raw_response.json,c9b08971d54c87992a1c1eda06beac01805e1130a2ecee4bcecc8f0154dd5e78,4517
generation/hydrogenolysis/gpt4o_one_shot/repeat_01/result.json,6f2eb510fa2a2a3d8d40cb994487ad914b65edd4ea82a8fda2e63511a8d8c08d,12758
generation/hydrogenolysis/gpt4o_one_shot/repeat_01/run_summary.json,445045afcac49da4367c9bce672897046260e19ea6d14a404ac513dc16273eb9,4893
generation/photochemical_oxidation/claude_opus_flowpilot/repeat_01/checksums.sha256,f56dd9b4d736afddf00765567e2b7e198124f8bbe1f4cb2d0fe2ced5a25494eb,1253
generation/photochemical_oxidation/claude_opus_flowpilot/repeat_01/hidden_reference.json,d7a75f943e75561fd127b89b57c2bc0d0fe752ff19069cce9b5a269c16893ae5,693
generation/photochemical_oxidation/claude_opus_flowpilot/repeat_01/input_inventory.json,a3f0457f99e9f7256ddf63ce11d31288f22f29c56de2f37d834616323c3c8d6a,4342
generation/photochemical_oxidation/claude_opus_flowpilot/repeat_01/input_public.json,7b11e009381dcd90a56bf9f4d8f87d9df6d1a4e5675ee0205d1635f80a415519,12582
generation/photochemical_oxidation/claude_opus_flowpilot/repeat_01/llm_events.jsonl,3e84295c9729309e22019916db923484577cfa7856c6b83bb9d2374f038aa658,163559
generation/photochemical_oxidation/claude_opus_flowpilot/repeat_01/metadata.json,bfd3c6dfd024f18edd51ecf662380e267d7354f0d0db2a09aa288d20704922cb,895
generation/photochemical_oxidation/claude_opus_flowpilot/repeat_01/metrics.json,c58c1e2f127412c8fec86c845109231822482f5c4ea36a8624159b71c3470c32,3420
generation/photochemical_oxidation/claude_opus_flowpilot/repeat_01/result.json,28088021671393f851bb27c50de3309ed6f1c711166740ef5152871c24c208fd,262063
generation/photochemical_oxidation/claude_opus_flowpilot/repeat_01/run_summary.json,1bcfe617cf8e56d26f729525b37334464c8d074725533d9c301b3da14abedfb9,5251
generation/photochemical_oxidation/claude_opus_flowpilot/repeat_01/snapshots/council_execution_config.json,2401d98bb347dc1d16d5d1f8d659b5933b77b84308ee65ebf0ed0cf52c3344da,279
generation/photochemical_oxidation/claude_opus_flowpilot/repeat_01/snapshots/final_design.json,3ad65e15d7f34673f60395336d20d8aeaa9f4992cfb798271ed2ca142d76bd9e,43582
generation/photochemical_oxidation/claude_opus_flowpilot/repeat_01/snapshots/process_topology.json,aa8fba4ef11b0c07797fe3e7f04cc2de17e3d51cb79dd9ee0260bfbafe8db5d8,14745
generation/photochemical_oxidation/claude_opus_flowpilot/repeat_01/snapshots/stage1_designer_result.json,90ea411409a6373ebd25605035b8d93fb860cafb06c5046c8e1f382a07d2fc95,18359
generation/photochemical_oxidation/claude_opus_flowpilot/repeat_01/snapshots/stage1_screen_required.json,b3fd1584e8118632545aaaa7f1518d56cb9554ae7de890269b5e898e88150da4,6748
generation/photochemical_oxidation/claude_opus_flowpilot/repeat_01/stage_events.jsonl,c61705fe6464639ceba5cdee104b80cc5ad8fee8b74b07e19230bac1917649e5,1255
generation/photochemical_oxidation/claude_opus_one_shot/repeat_01/checksums.sha256,be22ee8ee833ec291629f4cb91e8aa0e8581ee26ea0ca42b5be24e57ae9c8b3a,908
generation/photochemical_oxidation/claude_opus_one_shot/repeat_01/hidden_reference.json,d7a75f943e75561fd127b89b57c2bc0d0fe752ff19069cce9b5a269c16893ae5,693
generation/photochemical_oxidation/claude_opus_one_shot/repeat_01/input_inventory.json,a3f0457f99e9f7256ddf63ce11d31288f22f29c56de2f37d834616323c3c8d6a,4342
generation/photochemical_oxidation/claude_opus_one_shot/repeat_01/input_public.json,7b11e009381dcd90a56bf9f4d8f87d9df6d1a4e5675ee0205d1635f80a415519,12582
