candidate_id,judge,judge_family,model,generator_family,architecture,case,score_0_1,applicable_criteria,critical_errors,overall_executability
N2-DE9454B0,openai,openai,Qwen3.6-27B,qwen,FlowPilot,CuAAC,0.916667,12,0,EXECUTABLE
N2-414B6752,openai,openai,Qwen3.6-27B,qwen,FlowPilot,CuAAC,0.916667,12,0,EXECUTABLE
N2-110E4388,openai,openai,Qwen3.6-27B,qwen,FlowPilot,CuAAC,0.604167,12,3,SCREEN_ONLY
N2-45C1A6CF,openai,openai,GPT-5.4,openai,One-shot,CuAAC,0.916667,12,0,SCREEN_ONLY
N2-D85E475A,openai,openai,GPT-5.4,openai,One-shot,CuAAC,0.916667,12,0,SCREEN_ONLY
N2-56C8A1EB,openai,openai,GPT-5.4,openai,One-shot,CuAAC,0.9375,12,0,SCREEN_ONLY
N2-DE57F440,openai,openai,GPT-5.4,openai,FlowPilot,CuAAC,0.5625,12,2,SCREEN_ONLY
N2-F56C1786,openai,openai,GPT-5.4,openai,FlowPilot,CuAAC,0.9375,12,0,EXECUTABLE
N2-A8923ABE,openai,openai,GPT-5.4,openai,FlowPilot,CuAAC,0.645833,12,2,SCREEN_ONLY
N2-91B57A73,openai,openai,Claude Sonnet 4.6,anthropic,One-shot,CuAAC,0.895833,12,0,SCREEN_ONLY
N2-08E9094C,openai,openai,Claude Sonnet 4.6,anthropic,One-shot,CuAAC,0.791667,12,0,SCREEN_ONLY
N2-88250C75,openai,openai,Claude Sonnet 4.6,anthropic,One-shot,CuAAC,0.854167,12,0,SCREEN_ONLY
N2-9141CE83,openai,openai,Claude Sonnet 4.6,anthropic,FlowPilot,CuAAC,0.916667,12,0,EXECUTABLE
N2-B2E7E0D0,openai,openai,Claude Sonnet 4.6,anthropic,FlowPilot,CuAAC,0.916667,12,0,EXECUTABLE
N2-3DF31914,openai,openai,Claude Sonnet 4.6,anthropic,FlowPilot,CuAAC,0.916667,12,0,EXECUTABLE
N2-A64BBF1E,claude,anthropic,Qwen3.6-27B,qwen,One-shot,Hydrogenolysis,0.711538,13,0,SCREEN_ONLY
N2-2FC5E8BD,claude,anthropic,Qwen3.6-27B,qwen,One-shot,Hydrogenolysis,0.615385,13,0,BLOCKED
N2-4161B724,claude,anthropic,Qwen3.6-27B,qwen,One-shot,Hydrogenolysis,0.653846,13,0,SCREEN_ONLY
N2-CBD2FE26,claude,anthropic,Qwen3.6-27B,qwen,FlowPilot,Hydrogenolysis,0.903846,13,0,SCREEN_ONLY
N2-B9429910,claude,anthropic,Qwen3.6-27B,qwen,FlowPilot,Hydrogenolysis,0.903846,13,0,SCREEN_ONLY
N2-97F0F815,claude,anthropic,Qwen3.6-27B,qwen,FlowPilot,Hydrogenolysis,0.884615,13,0,EXECUTABLE
N2-09AF5CB0,claude,anthropic,GPT-5.4,openai,One-shot,Hydrogenolysis,0.884615,13,0,SCREEN_ONLY
N2-259B1D8D,claude,anthropic,GPT-5.4,openai,One-shot,Hydrogenolysis,0.865385,13,0,SCREEN_ONLY
N2-12141CAC,claude,anthropic,GPT-5.4,openai,One-shot,Hydrogenolysis,0.884615,13,0,SCREEN_ONLY
N2-9A713DEA,claude,anthropic,GPT-5.4,openai,FlowPilot,Hydrogenolysis,0.865385,13,0,SCREEN_ONLY
N2-3FCDFE52,claude,anthropic,GPT-5.4,openai,FlowPilot,Hydrogenolysis,0.865385,13,0,SCREEN_ONLY
N2-30B83F8C,claude,anthropic,GPT-5.4,openai,FlowPilot,Hydrogenolysis,0.884615,13,0,EXECUTABLE
N2-658335A0,claude,anthropic,Claude Sonnet 4.6,anthropic,One-shot,Hydrogenolysis,0.942308,13,0,SCREEN_ONLY
N2-F0DB8ACE,claude,anthropic,Claude Sonnet 4.6,anthropic,One-shot,Hydrogenolysis,0.942308,13,0,EXECUTABLE
N2-26BC9712,claude,anthropic,Claude Sonnet 4.6,anthropic,One-shot,Hydrogenolysis,0.865385,13,0,SCREEN_ONLY
N2-2B952DAB,claude,anthropic,Claude Sonnet 4.6,anthropic,FlowPilot,Hydrogenolysis,0.788462,13,0,SCREEN_ONLY
N2-4C0AEB05,claude,anthropic,Claude Sonnet 4.6,anthropic,FlowPilot,Hydrogenolysis,0.942308,13,0,EXECUTABLE
N2-C387E134,claude,anthropic,Claude Sonnet 4.6,anthropic,FlowPilot,Hydrogenolysis,0.75,13,0,SCREEN_ONLY
N2-8741705A,claude,anthropic,Qwen3.6-27B,qwen,One-shot,Photochemical oxidation,0.788462,13,0,SCREEN_ONLY
N2-DA0B2E6F,claude,anthropic,Qwen3.6-27B,qwen,One-shot,Photochemical oxidation,0.846154,13,0,SCREEN_ONLY
N2-47C95BD8,claude,anthropic,Qwen3.6-27B,qwen,One-shot,Photochemical oxidation,0.826923,13,0,SCREEN_ONLY
N2-2FF6EA33,claude,anthropic,Qwen3.6-27B,qwen,FlowPilot,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-6FA01A6D,claude,anthropic,Qwen3.6-27B,qwen,FlowPilot,Photochemical oxidation,0.923077,13,0,EXECUTABLE
N2-59992313,claude,anthropic,Qwen3.6-27B,qwen,FlowPilot,Photochemical oxidation,0.923077,13,0,EXECUTABLE
N2-EA1F3CBC,claude,anthropic,GPT-5.4,openai,One-shot,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-6EC3874C,claude,anthropic,GPT-5.4,openai,One-shot,Photochemical oxidation,0.942308,13,0,SCREEN_ONLY
N2-0E011400,claude,anthropic,GPT-5.4,openai,One-shot,Photochemical oxidation,0.942308,13,0,SCREEN_ONLY
N2-4061E17E,claude,anthropic,GPT-5.4,openai,FlowPilot,Photochemical oxidation,0.980769,13,0,EXECUTABLE
N2-3413FE33,claude,anthropic,GPT-5.4,openai,FlowPilot,Photochemical oxidation,0.980769,13,0,EXECUTABLE
N2-33C43F95,claude,anthropic,GPT-5.4,openai,FlowPilot,Photochemical oxidation,0.961538,13,0,EXECUTABLE
N2-9718DA6F,claude,anthropic,Claude Sonnet 4.6,anthropic,One-shot,Photochemical oxidation,0.980769,13,0,SCREEN_ONLY
N2-137B4382,claude,anthropic,Claude Sonnet 4.6,anthropic,One-shot,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-2013A06A,claude,anthropic,Claude Sonnet 4.6,anthropic,One-shot,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-730C7F4A,claude,anthropic,Claude Sonnet 4.6,anthropic,FlowPilot,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-DA5B929E,claude,anthropic,Claude Sonnet 4.6,anthropic,FlowPilot,Photochemical oxidation,0.961538,13,0,EXECUTABLE
N2-3321D4CB,claude,anthropic,Claude Sonnet 4.6,anthropic,FlowPilot,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-214B9E89,claude,anthropic,Qwen3.6-27B,qwen,One-shot,CuAAC,0.833333,12,0,SCREEN_ONLY
N2-751D144A,claude,anthropic,Qwen3.6-27B,qwen,One-shot,CuAAC,0.916667,12,0,SCREEN_ONLY
N2-C0A5BA1A,claude,anthropic,Qwen3.6-27B,qwen,One-shot,CuAAC,0.854167,12,0,SCREEN_ONLY
N2-DE9454B0,claude,anthropic,Qwen3.6-27B,qwen,FlowPilot,CuAAC,0.9375,12,0,SCREEN_ONLY
N2-414B6752,claude,anthropic,Qwen3.6-27B,qwen,FlowPilot,CuAAC,0.9375,12,0,EXECUTABLE
N2-110E4388,claude,anthropic,Qwen3.6-27B,qwen,FlowPilot,CuAAC,0.916667,12,0,SCREEN_ONLY
N2-45C1A6CF,claude,anthropic,GPT-5.4,openai,One-shot,CuAAC,0.979167,12,0,SCREEN_ONLY
N2-D85E475A,claude,anthropic,GPT-5.4,openai,One-shot,CuAAC,0.958333,12,0,SCREEN_ONLY
N2-56C8A1EB,claude,anthropic,GPT-5.4,openai,One-shot,CuAAC,0.916667,12,0,SCREEN_ONLY
N2-DE57F440,claude,anthropic,GPT-5.4,openai,FlowPilot,CuAAC,0.854167,12,0,SCREEN_ONLY
N2-F56C1786,claude,anthropic,GPT-5.4,openai,FlowPilot,CuAAC,0.916667,12,0,SCREEN_ONLY
N2-A8923ABE,claude,anthropic,GPT-5.4,openai,FlowPilot,CuAAC,0.916667,12,0,EXECUTABLE
N2-91B57A73,claude,anthropic,Claude Sonnet 4.6,anthropic,One-shot,CuAAC,0.979167,12,0,SCREEN_ONLY
N2-08E9094C,claude,anthropic,Claude Sonnet 4.6,anthropic,One-shot,CuAAC,0.9375,12,0,SCREEN_ONLY
N2-88250C75,claude,anthropic,Claude Sonnet 4.6,anthropic,One-shot,CuAAC,0.958333,12,0,SCREEN_ONLY
N2-9141CE83,claude,anthropic,Claude Sonnet 4.6,anthropic,FlowPilot,CuAAC,0.9375,12,0,SCREEN_ONLY
N2-B2E7E0D0,claude,anthropic,Claude Sonnet 4.6,anthropic,FlowPilot,CuAAC,0.9375,12,0,EXECUTABLE
N2-3DF31914,claude,anthropic,Claude Sonnet 4.6,anthropic,FlowPilot,CuAAC,0.958333,12,0,EXECUTABLE
