candidate_id,generator_model,architecture,case,json_path,field,value
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.raw_proposal.stage_parameters[1].pressure_bar,pressure_bar,20.0
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.raw_proposal.stage_parameters[1].residence_time_min,residence_time_min,3.0
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.raw_proposal.stage_parameters[1].volume_mL,volume_mL,0.3
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.raw_proposal.stage_parameters[2].flow_rate_mL_min,flow_rate_mL_min,0.1
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.raw_proposal.stage_parameters[2].temperature_C,temperature_C,25
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.raw_proposal.stage_parameters[2].pressure_bar,pressure_bar,1.0
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.residence_time_min,residence_time_min,3.0
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.flow_rate_mL_min,flow_rate_mL_min,0.1
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.temperature_C,temperature_C,150
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.concentration_M,concentration_M,0.25
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.BPR_bar,BPR_bar,20.0
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.tubing_ID_mm,tubing_ID_mm,4.0
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.reactor_volume_mL,reactor_volume_mL,0.3
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.residence_time_inlet_min,residence_time_inlet_min,0.0
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.residence_time_in_channel_min,residence_time_in_channel_min,0.0
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.streams[0].flow_rate_mL_min,flow_rate_mL_min,0.1
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.streams[0].composition.reagents[0].equiv,equiv,1.0
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.streams[0].composition.reagents[1].equiv,equiv,1.1
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.streams[0].composition.concentration_M,concentration_M,0.25
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.streams[0].molar_equiv,molar_equiv,1.0
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.stage_parameters[0].flow_rate_mL_min,flow_rate_mL_min,0.1
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.stage_parameters[0].temperature_C,temperature_C,25
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.stage_parameters[0].pressure_bar,pressure_bar,20.0
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.stage_parameters[1].flow_rate_mL_min,flow_rate_mL_min,0.1
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.stage_parameters[1].temperature_C,temperature_C,150
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.stage_parameters[1].pressure_bar,pressure_bar,20.0
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.stage_parameters[1].residence_time_min,residence_time_min,3.0
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.stage_parameters[1].volume_mL,volume_mL,0.3
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.stage_parameters[2].flow_rate_mL_min,flow_rate_mL_min,0.1
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.stage_parameters[2].temperature_C,temperature_C,25
H-CC77E4A,Qwen3.6-27B,One-shot,CuAAC,$.response_envelope.proposal.stage_parameters[2].pressure_bar,pressure_bar,1.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.residence_time_min,residence_time_min,300.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.flow_rate_mL_min,flow_rate_mL_min,0.01
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.temperature_C,temperature_C,60.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.concentration_M,concentration_M,0.126
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.BPR_bar,BPR_bar,21.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.tubing_ID_mm,tubing_ID_mm,4.35
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.reactor_volume_mL,reactor_volume_mL,3.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.residence_time_inlet_min,residence_time_inlet_min,300.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.residence_time_in_channel_min,residence_time_in_channel_min,300.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.streams[0].concentration_M,concentration_M,0.126
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.streams[0].flow_rate_mL_min,flow_rate_mL_min,0.01
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.streams[0].gas_flow_sccm,gas_flow_sccm,0.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.streams[0].gas_flow_actual_mL_min,gas_flow_actual_mL_min,0.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.streams[0].molar_equiv,molar_equiv,0.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.streams[1].concentration_M,concentration_M,0.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.streams[1].flow_rate_mL_min,flow_rate_mL_min,0.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.streams[1].gas_flow_sccm,gas_flow_sccm,50.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.streams[1].gas_flow_actual_mL_min,gas_flow_actual_mL_min,0.00238
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.streams[1].molar_equiv,molar_equiv,23.8
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.stage_parameters[0].reactor.temperature_C,temperature_C,60.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.stage_parameters[0].reactor.pressure_bar,pressure_bar,21.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.stage_parameters[0].reactor.volume_mL,volume_mL,3.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.multiphase_metrics.liquid_flow_mL_min,liquid_flow_mL_min,0.01
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.multiphase_metrics.h2_molar_flow_mmol_min,h2_molar_flow_mmol_min,0.00113
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.multiphase_metrics.dmaol_molar_flow_mmol_min,dmaol_molar_flow_mmol_min,1.26e-06
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.proposal.multiphase_metrics.h2_equivalents,h2_equivalents,23.8
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.residence_time_min,residence_time_min,300.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.flow_rate_mL_min,flow_rate_mL_min,0.01
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.temperature_C,temperature_C,60.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.concentration_M,concentration_M,0.126
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.BPR_bar,BPR_bar,21.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.tubing_ID_mm,tubing_ID_mm,4.35
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.reactor_volume_mL,reactor_volume_mL,3.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.residence_time_inlet_min,residence_time_inlet_min,300.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.residence_time_in_channel_min,residence_time_in_channel_min,300.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.streams[0].concentration_M,concentration_M,0.126
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.streams[0].flow_rate_mL_min,flow_rate_mL_min,0.01
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.streams[0].gas_flow_sccm,gas_flow_sccm,0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.streams[0].gas_flow_actual_mL_min,gas_flow_actual_mL_min,0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.streams[0].molar_equiv,molar_equiv,0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.streams[1].concentration_M,concentration_M,0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.streams[1].flow_rate_mL_min,flow_rate_mL_min,0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.streams[1].gas_flow_sccm,gas_flow_sccm,50
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.streams[1].gas_flow_actual_mL_min,gas_flow_actual_mL_min,0.00238
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.streams[1].molar_equiv,molar_equiv,23.8
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.stage_parameters.reactor.temperature_C,temperature_C,60.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.stage_parameters.reactor.pressure_bar,pressure_bar,21.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.stage_parameters.reactor.volume_mL,volume_mL,3.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.multiphase_metrics.liquid_flow_mL_min,liquid_flow_mL_min,0.01
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.multiphase_metrics.h2_molar_flow_mmol_min,h2_molar_flow_mmol_min,0.00113
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.multiphase_metrics.dmaol_molar_flow_mmol_min,dmaol_molar_flow_mmol_min,1.26e-06
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.raw_proposal.multiphase_metrics.h2_equivalents,h2_equivalents,23.8
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.residence_time_min,residence_time_min,300.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.flow_rate_mL_min,flow_rate_mL_min,0.01
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.temperature_C,temperature_C,60.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.concentration_M,concentration_M,0.126
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.BPR_bar,BPR_bar,21.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.tubing_ID_mm,tubing_ID_mm,4.35
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.reactor_volume_mL,reactor_volume_mL,3.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.residence_time_inlet_min,residence_time_inlet_min,300.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.residence_time_in_channel_min,residence_time_in_channel_min,300.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.streams[0].concentration_M,concentration_M,0.126
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.streams[0].flow_rate_mL_min,flow_rate_mL_min,0.01
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.streams[0].gas_flow_sccm,gas_flow_sccm,0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.streams[0].gas_flow_actual_mL_min,gas_flow_actual_mL_min,0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.streams[0].molar_equiv,molar_equiv,0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.streams[1].concentration_M,concentration_M,0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.streams[1].flow_rate_mL_min,flow_rate_mL_min,0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.streams[1].gas_flow_sccm,gas_flow_sccm,50
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.streams[1].gas_flow_actual_mL_min,gas_flow_actual_mL_min,0.00238
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.streams[1].molar_equiv,molar_equiv,23.8
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.stage_parameters.reactor.temperature_C,temperature_C,60.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.stage_parameters.reactor.pressure_bar,pressure_bar,21.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.stage_parameters.reactor.volume_mL,volume_mL,3.0
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.multiphase_metrics.liquid_flow_mL_min,liquid_flow_mL_min,0.01
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.multiphase_metrics.h2_molar_flow_mmol_min,h2_molar_flow_mmol_min,0.00113
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.multiphase_metrics.dmaol_molar_flow_mmol_min,dmaol_molar_flow_mmol_min,1.26e-06
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,$.response_envelope.proposal.multiphase_metrics.h2_equivalents,h2_equivalents,23.8
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.residence_time_min,residence_time_min,15.04
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.flow_rate_mL_min,flow_rate_mL_min,1.5
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.temperature_C,temperature_C,80.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.concentration_M,concentration_M,0.667
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.BPR_bar,BPR_bar,0.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.tubing_ID_mm,tubing_ID_mm,0.5
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.reactor_volume_mL,reactor_volume_mL,15.04
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.streams[0].concentration_M,concentration_M,0.667
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.streams[0].flow_rate_mL_min,flow_rate_mL_min,0.5
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.streams[0].gas_flow_sccm,gas_flow_sccm,0.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.streams[0].gas_flow_actual_mL_min,gas_flow_actual_mL_min,0.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.streams[0].molar_equiv,molar_equiv,1.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.streams[1].concentration_M,concentration_M,1.334
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.streams[1].flow_rate_mL_min,flow_rate_mL_min,0.5
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.streams[1].gas_flow_sccm,gas_flow_sccm,0.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.streams[1].gas_flow_actual_mL_min,gas_flow_actual_mL_min,0.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.streams[1].molar_equiv,molar_equiv,2.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.streams[2].concentration_M,concentration_M,0.667
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.streams[2].flow_rate_mL_min,flow_rate_mL_min,0.5
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.streams[2].gas_flow_sccm,gas_flow_sccm,0.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.streams[2].gas_flow_actual_mL_min,gas_flow_actual_mL_min,0.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.streams[2].molar_equiv,molar_equiv,1.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.stage_parameters[0].temperature_C,temperature_C,70.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.stage_parameters[0].reactor_volume_mL,reactor_volume_mL,1.96
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.stage_parameters[0].cumulative_flow_mL_min,cumulative_flow_mL_min,1.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.stage_parameters[0].residence_time_min,residence_time_min,1.96
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.stage_parameters[1].temperature_C,temperature_C,80.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.stage_parameters[1].reactor_volume_mL,reactor_volume_mL,13.08
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.stage_parameters[1].cumulative_flow_mL_min,cumulative_flow_mL_min,1.5
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.proposal.stage_parameters[1].residence_time_min,residence_time_min,8.72
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.residence_time_min,residence_time_min,15.04
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.flow_rate_mL_min,flow_rate_mL_min,1.5
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.temperature_C,temperature_C,80.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.concentration_M,concentration_M,0.667
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.BPR_bar,BPR_bar,0.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.tubing_ID_mm,tubing_ID_mm,0.5
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.reactor_volume_mL,reactor_volume_mL,15.04
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.streams[0].concentration_M,concentration_M,0.667
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.streams[0].flow_rate_mL_min,flow_rate_mL_min,0.5
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.streams[0].gas_flow_sccm,gas_flow_sccm,0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.streams[0].gas_flow_actual_mL_min,gas_flow_actual_mL_min,0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.streams[0].molar_equiv,molar_equiv,1.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.streams[1].concentration_M,concentration_M,1.334
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.streams[1].flow_rate_mL_min,flow_rate_mL_min,0.5
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.streams[1].gas_flow_sccm,gas_flow_sccm,0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.streams[1].gas_flow_actual_mL_min,gas_flow_actual_mL_min,0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.streams[1].molar_equiv,molar_equiv,2.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.streams[2].concentration_M,concentration_M,0.667
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.streams[2].flow_rate_mL_min,flow_rate_mL_min,0.5
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.streams[2].gas_flow_sccm,gas_flow_sccm,0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.streams[2].gas_flow_actual_mL_min,gas_flow_actual_mL_min,0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.streams[2].molar_equiv,molar_equiv,1.0
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,$.raw_proposal.stage_parameters[0].temperature_C,temperature_C,70.0
