candidate_id,judge,judge_family,model,generator_family,architecture,case,score_0_1,applicable_criteria,critical_errors,overall_executability
N2-BC9FFB7B,openai,openai,GPT-5.5,openai,One-shot,Hydrogenolysis,0.961538,13,0,SCREEN_ONLY
N2-40D1514A,openai,openai,GPT-5.5,openai,One-shot,Hydrogenolysis,0.826923,13,1,SCREEN_ONLY
N2-FEDB11D9,openai,openai,GPT-5.5,openai,FlowPilot,Hydrogenolysis,0.230769,13,6,BLOCKED
N2-0FF3651F,openai,openai,GPT-5.5,openai,FlowPilot,Hydrogenolysis,0.173077,13,8,BLOCKED
N2-5734770C,openai,openai,GPT-5.5,openai,FlowPilot,Hydrogenolysis,0.288462,13,3,BLOCKED
N2-57895644,openai,openai,GPT-5.4 mini,openai,One-shot,Hydrogenolysis,0.403846,13,3,SCREEN_ONLY
N2-0BD8BC31,openai,openai,GPT-5.4 mini,openai,One-shot,Hydrogenolysis,0.461538,13,1,SCREEN_ONLY
N2-B3EE7F0F,openai,openai,GPT-5.4 mini,openai,One-shot,Hydrogenolysis,0.576923,13,0,SCREEN_ONLY
N2-7D63E813,openai,openai,GPT-5.4 mini,openai,FlowPilot,Hydrogenolysis,0.75,13,0,SCREEN_ONLY
N2-6E2CECED,openai,openai,GPT-5.4 mini,openai,FlowPilot,Hydrogenolysis,0.730769,13,0,SCREEN_ONLY
N2-60B77C98,openai,openai,GPT-5.4 mini,openai,FlowPilot,Hydrogenolysis,0.692308,13,0,SCREEN_ONLY
N2-8E7A7350,openai,openai,GPT-5.2,openai,One-shot,Hydrogenolysis,0.807692,13,0,SCREEN_ONLY
N2-2D56B405,openai,openai,GPT-5.2,openai,One-shot,Hydrogenolysis,0.538462,13,3,BLOCKED
N2-36965072,openai,openai,GPT-5.2,openai,One-shot,Hydrogenolysis,0.711538,13,0,SCREEN_ONLY
N2-EBA3ECB2,openai,openai,GPT-5.2,openai,FlowPilot,Hydrogenolysis,0.826923,13,0,SCREEN_ONLY
N2-D1622DAC,openai,openai,GPT-5.2,openai,FlowPilot,Hydrogenolysis,0.903846,13,0,SCREEN_ONLY
N2-3FBAA1C8,openai,openai,GPT-5.2,openai,FlowPilot,Hydrogenolysis,0.788462,13,0,SCREEN_ONLY
N2-9F1BDA8C,openai,openai,GPT-5.5,openai,One-shot,Photochemical oxidation,0.961538,13,0,SCREEN_ONLY
N2-690DC3E8,openai,openai,GPT-5.5,openai,One-shot,Photochemical oxidation,0.961538,13,0,SCREEN_ONLY
N2-D32B9E26,openai,openai,GPT-5.5,openai,One-shot,Photochemical oxidation,0.961538,13,0,SCREEN_ONLY
N2-5F3E51FF,openai,openai,GPT-5.5,openai,FlowPilot,Photochemical oxidation,0.884615,13,0,SCREEN_ONLY
N2-8CED55AA,openai,openai,GPT-5.5,openai,FlowPilot,Photochemical oxidation,0.826923,13,0,SCREEN_ONLY
N2-617A7A64,openai,openai,GPT-5.5,openai,FlowPilot,Photochemical oxidation,0.903846,13,0,EXECUTABLE
N2-FEA8F846,openai,openai,GPT-5.4 mini,openai,One-shot,Photochemical oxidation,0.730769,13,0,SCREEN_ONLY
N2-7BC7CF19,openai,openai,GPT-5.4 mini,openai,One-shot,Photochemical oxidation,0.730769,13,0,SCREEN_ONLY
N2-37714847,openai,openai,GPT-5.4 mini,openai,One-shot,Photochemical oxidation,0.769231,13,1,SCREEN_ONLY
N2-A5C3DACC,openai,openai,GPT-5.4 mini,openai,FlowPilot,Photochemical oxidation,0.903846,13,0,SCREEN_ONLY
N2-D7C22119,openai,openai,GPT-5.4 mini,openai,FlowPilot,Photochemical oxidation,0.826923,13,0,SCREEN_ONLY
N2-7841A188,openai,openai,GPT-5.4 mini,openai,FlowPilot,Photochemical oxidation,0.903846,13,0,SCREEN_ONLY
N2-A5972380,openai,openai,GPT-5.2,openai,One-shot,Photochemical oxidation,0.711538,13,1,SCREEN_ONLY
N2-E6127704,openai,openai,GPT-5.2,openai,One-shot,Photochemical oxidation,0.846154,13,0,SCREEN_ONLY
N2-77EA3111,openai,openai,GPT-5.2,openai,One-shot,Photochemical oxidation,0.903846,13,0,SCREEN_ONLY
N2-5F53422B,openai,openai,GPT-5.2,openai,FlowPilot,Photochemical oxidation,0.019231,13,4,BLOCKED
N2-9E0C3C3A,openai,openai,GPT-5.2,openai,FlowPilot,Photochemical oxidation,0.903846,13,0,EXECUTABLE
N2-2D03246D,openai,openai,GPT-5.2,openai,FlowPilot,Photochemical oxidation,0.826923,13,0,SCREEN_ONLY
N2-F2B9678D,openai,openai,GPT-5.5,openai,One-shot,CuAAC,0.9375,12,0,SCREEN_ONLY
N2-AEEF267D,openai,openai,GPT-5.5,openai,One-shot,CuAAC,0.916667,12,0,SCREEN_ONLY
N2-110CA900,openai,openai,GPT-5.5,openai,One-shot,CuAAC,0.9375,12,0,SCREEN_ONLY
N2-7348E221,openai,openai,GPT-5.5,openai,FlowPilot,CuAAC,0.479167,12,5,BLOCKED
N2-96EDDA14,openai,openai,GPT-5.5,openai,FlowPilot,CuAAC,0.9375,12,0,EXECUTABLE
N2-6CBC6B84,openai,openai,GPT-5.5,openai,FlowPilot,CuAAC,0.270833,12,5,BLOCKED
N2-8A827CF7,openai,openai,GPT-5.4 mini,openai,One-shot,CuAAC,0.708333,12,1,SCREEN_ONLY
N2-0EFDF0CC,openai,openai,GPT-5.4 mini,openai,One-shot,CuAAC,0.708333,12,0,SCREEN_ONLY
N2-D794DCB6,openai,openai,GPT-5.4 mini,openai,One-shot,CuAAC,0.854167,12,0,SCREEN_ONLY
N2-D8B91EBA,openai,openai,GPT-5.4 mini,openai,FlowPilot,CuAAC,0.6875,12,0,SCREEN_ONLY
N2-8DA320B7,openai,openai,GPT-5.4 mini,openai,FlowPilot,CuAAC,0.770833,12,1,SCREEN_ONLY
N2-02886BAD,openai,openai,GPT-5.4 mini,openai,FlowPilot,CuAAC,0.833333,12,0,SCREEN_ONLY
N2-C813506D,openai,openai,GPT-5.2,openai,One-shot,CuAAC,0.9375,12,0,SCREEN_ONLY
N2-D2897AD2,openai,openai,GPT-5.2,openai,One-shot,CuAAC,0.895833,12,0,SCREEN_ONLY
N2-01B31DB0,openai,openai,GPT-5.2,openai,One-shot,CuAAC,0.875,12,0,SCREEN_ONLY
N2-3C797A8B,openai,openai,GPT-5.2,openai,FlowPilot,CuAAC,0.916667,12,0,EXECUTABLE
N2-3A124317,openai,openai,GPT-5.2,openai,FlowPilot,CuAAC,0.916667,12,0,SCREEN_ONLY
N2-F616854D,openai,openai,GPT-5.2,openai,FlowPilot,CuAAC,0.9375,12,0,EXECUTABLE
N2-D6DA157A,claude,anthropic,GPT-5.5,openai,One-shot,Hydrogenolysis,0.961538,13,0,SCREEN_ONLY
N2-BC9FFB7B,claude,anthropic,GPT-5.5,openai,One-shot,Hydrogenolysis,0.980769,13,0,SCREEN_ONLY
N2-40D1514A,claude,anthropic,GPT-5.5,openai,One-shot,Hydrogenolysis,0.923077,13,0,SCREEN_ONLY
N2-FEDB11D9,claude,anthropic,GPT-5.5,openai,FlowPilot,Hydrogenolysis,0.403846,13,0,BLOCKED
N2-0FF3651F,claude,anthropic,GPT-5.5,openai,FlowPilot,Hydrogenolysis,0.423077,13,0,BLOCKED
N2-5734770C,claude,anthropic,GPT-5.5,openai,FlowPilot,Hydrogenolysis,0.173077,13,5,BLOCKED
N2-57895644,claude,anthropic,GPT-5.4 mini,openai,One-shot,Hydrogenolysis,0.75,13,0,SCREEN_ONLY
N2-0BD8BC31,claude,anthropic,GPT-5.4 mini,openai,One-shot,Hydrogenolysis,0.692308,13,0,SCREEN_ONLY
N2-B3EE7F0F,claude,anthropic,GPT-5.4 mini,openai,One-shot,Hydrogenolysis,0.846154,13,0,SCREEN_ONLY
N2-7D63E813,claude,anthropic,GPT-5.4 mini,openai,FlowPilot,Hydrogenolysis,0.903846,13,0,SCREEN_ONLY
N2-6E2CECED,claude,anthropic,GPT-5.4 mini,openai,FlowPilot,Hydrogenolysis,0.865385,13,0,EXECUTABLE
N2-60B77C98,claude,anthropic,GPT-5.4 mini,openai,FlowPilot,Hydrogenolysis,0.826923,13,0,SCREEN_ONLY
N2-8E7A7350,claude,anthropic,GPT-5.2,openai,One-shot,Hydrogenolysis,0.903846,13,0,SCREEN_ONLY
N2-2D56B405,claude,anthropic,GPT-5.2,openai,One-shot,Hydrogenolysis,0.903846,13,0,SCREEN_ONLY
N2-36965072,claude,anthropic,GPT-5.2,openai,One-shot,Hydrogenolysis,0.884615,13,0,SCREEN_ONLY
N2-EBA3ECB2,claude,anthropic,GPT-5.2,openai,FlowPilot,Hydrogenolysis,0.826923,13,0,SCREEN_ONLY
N2-D1622DAC,claude,anthropic,GPT-5.2,openai,FlowPilot,Hydrogenolysis,0.865385,13,0,SCREEN_ONLY
N2-3FBAA1C8,claude,anthropic,GPT-5.2,openai,FlowPilot,Hydrogenolysis,0.846154,13,0,SCREEN_ONLY
N2-9F1BDA8C,claude,anthropic,GPT-5.5,openai,One-shot,Photochemical oxidation,0.980769,13,0,SCREEN_ONLY
N2-690DC3E8,claude,anthropic,GPT-5.5,openai,One-shot,Photochemical oxidation,0.961538,13,0,SCREEN_ONLY
N2-D32B9E26,claude,anthropic,GPT-5.5,openai,One-shot,Photochemical oxidation,0.980769,13,0,SCREEN_ONLY
N2-5F3E51FF,claude,anthropic,GPT-5.5,openai,FlowPilot,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-8CED55AA,claude,anthropic,GPT-5.5,openai,FlowPilot,Photochemical oxidation,0.923077,13,0,EXECUTABLE
N2-617A7A64,claude,anthropic,GPT-5.5,openai,FlowPilot,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-FEA8F846,claude,anthropic,GPT-5.4 mini,openai,One-shot,Photochemical oxidation,0.884615,13,0,SCREEN_ONLY
N2-7BC7CF19,claude,anthropic,GPT-5.4 mini,openai,One-shot,Photochemical oxidation,0.903846,13,0,SCREEN_ONLY
N2-37714847,claude,anthropic,GPT-5.4 mini,openai,One-shot,Photochemical oxidation,0.942308,13,0,SCREEN_ONLY
N2-A5C3DACC,claude,anthropic,GPT-5.4 mini,openai,FlowPilot,Photochemical oxidation,0.923077,13,0,EXECUTABLE
N2-D7C22119,claude,anthropic,GPT-5.4 mini,openai,FlowPilot,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-7841A188,claude,anthropic,GPT-5.4 mini,openai,FlowPilot,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-A5972380,claude,anthropic,GPT-5.2,openai,One-shot,Photochemical oxidation,0.980769,13,0,EXECUTABLE
N2-E6127704,claude,anthropic,GPT-5.2,openai,One-shot,Photochemical oxidation,0.942308,13,0,SCREEN_ONLY
N2-77EA3111,claude,anthropic,GPT-5.2,openai,One-shot,Photochemical oxidation,0.942308,13,0,SCREEN_ONLY
N2-5F53422B,claude,anthropic,GPT-5.2,openai,FlowPilot,Photochemical oxidation,0.0,13,11,BLOCKED
N2-9E0C3C3A,claude,anthropic,GPT-5.2,openai,FlowPilot,Photochemical oxidation,0.942308,13,0,EXECUTABLE
N2-2D03246D,claude,anthropic,GPT-5.2,openai,FlowPilot,Photochemical oxidation,0.923077,13,0,EXECUTABLE
N2-F2B9678D,claude,anthropic,GPT-5.5,openai,One-shot,CuAAC,0.958333,12,0,SCREEN_ONLY
N2-AEEF267D,claude,anthropic,GPT-5.5,openai,One-shot,CuAAC,0.9375,12,0,SCREEN_ONLY
N2-110CA900,claude,anthropic,GPT-5.5,openai,One-shot,CuAAC,0.958333,12,0,SCREEN_ONLY
N2-7348E221,claude,anthropic,GPT-5.5,openai,FlowPilot,CuAAC,0.666667,12,0,SCREEN_ONLY
N2-96EDDA14,claude,anthropic,GPT-5.5,openai,FlowPilot,CuAAC,0.958333,12,0,SCREEN_ONLY
N2-6CBC6B84,claude,anthropic,GPT-5.5,openai,FlowPilot,CuAAC,0.291667,12,4,BLOCKED
N2-8A827CF7,claude,anthropic,GPT-5.4 mini,openai,One-shot,CuAAC,0.9375,12,0,SCREEN_ONLY
N2-0EFDF0CC,claude,anthropic,GPT-5.4 mini,openai,One-shot,CuAAC,0.895833,12,0,SCREEN_ONLY
N2-D794DCB6,claude,anthropic,GPT-5.4 mini,openai,One-shot,CuAAC,0.916667,12,0,SCREEN_ONLY
N2-D8B91EBA,claude,anthropic,GPT-5.4 mini,openai,FlowPilot,CuAAC,0.958333,12,0,SCREEN_ONLY
N2-8DA320B7,claude,anthropic,GPT-5.4 mini,openai,FlowPilot,CuAAC,0.833333,12,0,SCREEN_ONLY
N2-02886BAD,claude,anthropic,GPT-5.4 mini,openai,FlowPilot,CuAAC,0.875,12,0,SCREEN_ONLY
N2-C813506D,claude,anthropic,GPT-5.2,openai,One-shot,CuAAC,0.958333,12,0,SCREEN_ONLY
N2-D2897AD2,claude,anthropic,GPT-5.2,openai,One-shot,CuAAC,0.958333,12,0,SCREEN_ONLY
N2-01B31DB0,claude,anthropic,GPT-5.2,openai,One-shot,CuAAC,1.0,12,0,EXECUTABLE
N2-3C797A8B,claude,anthropic,GPT-5.2,openai,FlowPilot,CuAAC,0.958333,12,0,EXECUTABLE
N2-3A124317,claude,anthropic,GPT-5.2,openai,FlowPilot,CuAAC,0.958333,12,0,SCREEN_ONLY
N2-F616854D,claude,anthropic,GPT-5.2,openai,FlowPilot,CuAAC,0.9375,12,0,EXECUTABLE
